F0,F1,F2,F3,F4,F5,F6,F7,F8
-3.572378009159729e-07,2.484132612056766e-06,4.0954626126253596e-07,5.609746757571719e-06,-2.5860997524965384e-06,-1.0302910574331291e-05,1.448682485705772e-06,5.059959460943359e-06,-0.0007493048544720141
-8.636233306391346e-07,1.9658941122018974e-06,9.340578190296225e-08,5.57311622966375e-06,-2.197199196837638e-06,-9.918369001269575e-06,1.1735235943997167e-06,5.658558184902196e-06,-0.0007455023413965378
-1.0344007740627713e-06,1.8149176320583343e-06,4.639315618247607e-08,5.821163487872515e-06,-1.7025678126679383e-06,-9.73303581747012e-06,1.0392767808486592e-06,5.970345387415008e-06,-0.0007432221270623903
-1.0642754686744746e-06,1.9187033895175137e-06,1.349597639194392e-07,5.90513748898062e-06,-1.3964226818057912e-06,-9.382815881479133e-06,1.0994466649740518e-06,5.97340857522144e-06,-0.0007420005102062014
-9.67850729047097e-07,2.092814881575812e-06,2.8786956943202637e-07,6.058384331432852e-06,-1.041171802137018e-06,-9.151652937293083e-06,1.1763467683847362e-06,6.2840600292165e-06,-0.000740945501800445
-8.631444688171651e-07,2.3281184342060013e-06,4.5723963580219784e-07,6.457612194601746e-06,-7.631922685832621e-07,-8.800041247650605e-06,1.346634026734001e-06,6.718792126897965e-06,-0.0007397327201220747
-7.433523746599358e-07,2.4915048325850333e-06,6.505535355338673e-07,6.786829043494208e-06,-4.6092023447255113e-07,-8.549923189582466e-06,1.550049827585562e-06,7.079248068030932e-06,-0.0007383893578640658
-6.127879416849675e-07,2.6245596007947454e-06,7.828625349970333e-07,7.018904414635509e-06,-1.2778545948788997e-07,-8.332558573796626e-06,1.703526012098832e-06,7.357641786062296e-06,-0.0007370857307291685
-5.206204481512785e-07,2.832592461721421e-06,9.39371037952738e-07,7.120244363709901e-06,1.4677915090871996e-07,-7.979199041565339e-06,1.8778580729862163e-06,7.586440923787633e-06,-0.0007353961682102318
-3.775920311384361e-07,2.924824878419376e-06,1.1181180128499997e-06,7.184485888578008e-06,3.721886739977148e-07,-7.519784743666517e-06,1.954319948797991e-06,7.812915611645024e-06,-0.0007340445112616974
-3.0882261065633743e-07,3.11806881352712e-06,1.2372405095698673e-06,7.459775937035348e-06,6.623394801585534e-07,-7.199803720726647e-06,2.0818304673627887e-06,8.421194211353091e-06,-0.0007329011914431689
-1.956987206627833e-07,3.1655137428515283e-06,1.392893602180187e-06,7.731884108420506e-06,1.0525675246331876e-06,-6.684908959653259e-06,2.2244406823145387e-06,8.750841972627447e-06,-0.0007313499023082548
-1.9000543072536488e-07,3.1854563905627105e-06,1.4437545953830717e-06,7.947398345852423e-06,1.516075116532137e-06,-6.13320745686232e-06,2.3193750655869433e-06,9.177288255778998e-06,-0.0007299305032376541
-6.61892128613931e-07,3.1897469210269937e-06,1.6077014522324526e-06,8.156124922735555e-06,1.933048773580587e-06,-5.479778857789996e-06,2.4392927194432825e-06,9.344997704540673e-06,-0.0007274329431960342
-1.686122767303147e-06,3.1624897975705135e-06,1.7960415352073958e-06,8.071900575227633e-06,1.996179246174865e-06,-4.16450379088362e-06,2.3856463305996818e-06,9.527612444914018e-06,-0.0007244789450603895
-2.3123765966434235e-06,3.0172981283289748e-06,1.8312519257312585e-06,8.405628513278836e-06,2.1003317853343866e-06,-3.859744996414867e-06,2.337813904631452e-06,9.50583545522846e-06,-0.0007212647398083605
-2.908242264127393e-06,2.87369233899442e-06,1.7952695121279832e-06,8.150513120191737e-06,1.6771339251093546e-06,-3.7433257151046636e-06,2.268009230729876e-06,9.206541303371585e-06,-0.000716529626473513
-5.4830016765863005e-06,2.8535020137762242e-06,1.6186889808683973e-06,7.823588684188498e-06,1.1540751955543077e-06,-4.461568866802042e-06,1.815411947915316e-06,8.48032010217539e-06,-0.0007048363847366473
-1.0544687977676421e-05,1.1423978112373628e-07,5.901284173128434e-07,5.645807735225698e-06,-2.4380319392834284e-06,-8.659677060831021e-06,3.759458835684337e-07,3.3366872778619954e-06,-0.0006747687804728665
-1.1431203170114744e-05,7.701426927488735e-08,7.851228724654984e-07,5.703837750537674e-06,-2.536064236751987e-06,-8.821744371959119e-06,1.7361274376812186e-08,2.5853589316578312e-06,-0.0006736800516750553
-1.0914822723339633e-05,1.8726967290847686e-07,1.010420084243426e-06,5.8941846970891995e-06,-2.3844194520421304e-06,-8.738443669399554e-06,2.724996543104741e-08,3.1522187835438135e-06,-0.0006725216923806694
-1.0491891460935164e-05,4.052821682128984e-07,1.1161545727597656e-06,5.938140862566267e-06,-2.3840990024553918e-06,-8.556074633152952e-06,9.411291332641933e-08,3.418154099722088e-06,-0.0006703888145422766
-1.0040318648310797e-05,6.07426256519004e-07,1.2539630450753545e-06,6.1764521279032985e-06,-2.3054721394358527e-06,-8.421712690320414e-06,2.733772780735237e-07,3.886274692480365e-06,-0.0006689790249442138
-9.642472173942442e-06,7.455087284928906e-07,1.4191337786556747e-06,6.240376519573467e-06,-2.1858153117865832e-06,-8.27733101022951e-06,4.949372041315684e-07,4.615199753006206e-06,-0.0006672829058434626
-9.27621508038542e-06,1.001329608531279e-06,1.546682628660496e-06,6.502413038011835e-06,-2.1305383681749623e-06,-8.257065410743663e-06,6.998588455737118e-07,4.673677855940126e-06,-0.0006642238448063098
-9.037915876511382e-06,9.726134871508838e-07,1.4995626307966592e-06,6.488777083478547e-06,-2.000492057359759e-06,-8.40522847739113e-06,9.753001157432393e-07,4.93890169594817e-06,-0.0006613742202907498
-9.00705804055605e-06,9.015229308057387e-07,1.4689509982848612e-06,6.616086911842449e-06,-2.0430254335919206e-06,-8.297985989614449e-06,9.2143782964282e-07,5.146314585291043e-06,-0.000658336278814331
-9.030047935139887e-06,9.93152405723137e-07,1.4214017933465361e-06,6.563646768720387e-06,-1.9975692281818363e-06,-8.317707316672282e-06,8.533784893742986e-07,4.930155147994125e-06,-0.0006544177784807254
-9.140456246490124e-06,1.041405814152172e-06,1.2900960644797479e-06,6.516351050693229e-06,-1.9395072281269764e-06,-8.23169674108983e-06,5.861022563644844e-07,5.484739573919595e-06,-0.000650641402899463
-8.79657494474154e-06,1.0359021336441928e-06,7.392849840124134e-07,6.437577040887835e-06,-2.2101336520461268e-06,-8.35894906176579e-06,2.681494017992623e-07,6.377736047316962e-06,-0.0006473216936380003
-8.867370857412681e-06,6.581388696125741e-07,6.525775103026008e-07,6.443189149776256e-06,-2.2278041341671434e-06,-8.299423471913309e-06,3.272147486246575e-07,6.4561486886674e-06,-0.0006435123721923859
-9.051667698829156e-06,4.557677290308672e-07,6.486228022437007e-07,6.5061250764581425e-06,-2.3284065768092033e-06,-8.210678445034921e-06,2.674420421417498e-07,6.924134191448317e-06,-0.0006391280408095427
-9.266027151280772e-06,5.769541797539539e-07,-1.5959004838666358e-08,6.624908773568996e-06,-2.2792535817325577e-06,-8.451833995846102e-06,4.7153677429930793e-07,7.0898723027981416e-06,-0.0006344715666522837
-9.830889597923425e-06,7.169135391910253e-07,-1.505618800588524e-07,6.581905499026006e-06,-1.9852031778532604e-06,-8.497323523597508e-06,2.7002609785927635e-07,6.992874971936104e-06,-0.0006297367769508048
-1.14864107053802e-05,3.6141353445618e-07,-8.436083139571071e-07,5.858939237113854e-06,-2.4988667562669628e-06,-8.865470536006045e-06,-2.0212227928726203e-07,6.106527198124287e-06,-0.0006215957697343579
-1.1357932546631672e-05,6.095208675356048e-07,-9.289954754946179e-07,6.1430866809491475e-06,-2.3764143422345146e-06,-8.493473307541583e-06,-2.6329514722829815e-08,6.294578698176505e-06,-0.0006203887427489327
-1.185570334665077e-05,9.387106473832376e-07,-1.079010410446789e-06,6.360796743262822e-06,-2.23989478804356e-06,-8.417381331537852e-06,3.30375582845199e-07,6.3938955471061925e-06,-0.0006179274903328141
-1.2432798240096309e-05,1.3318385578360536e-06,-1.0266220680235675e-06,6.6661089057987385e-06,-2.1281311702476875e-06,-8.46868808246841e-06,6.001890602497007e-07,6.285638042595592e-06,-0.0006145559033612047
-1.2180004304775458e-05,2.1417273702519056e-06,-8.287429730315071e-07,6.900154960037884e-06,-2.2985008458619662e-06,-8.345469807678828e-06,8.270893121737133e-07,6.394398594072124e-06,-0.0006122606873274197
-1.2632272819868163e-05,8.978898805530749e-07,-6.240133585009408e-07,7.014272984447793e-06,-2.0156357261197535e-06,-8.03451313430054e-06,1.5490863981161597e-06,6.476614837406373e-06,-0.0006084054640839658
-1.2991912081984383e-05,3.7029495109137916e-07,-4.123461649614289e-07,7.2010173589656945e-06,-1.8840401880542626e-06,-7.96102113154994e-06,1.7695554026004415e-06,6.7604777497521945e-06,-0.0006048700609180894
-1.2390886649087092e-05,-5.473194165810543e-07,-3.695123973802208e-07,7.394916811140985e-06,-1.7969639928915013e-06,-7.696223259740987e-06,2.347996160309572e-06,6.925089736353041e-06,-0.0006017067986810163
-1.228940613500144e-05,-1.011264507360733e-06,-2.237703775653739e-07,7.641732504283646e-06,-1.6555409326860057e-06,-7.566191613863446e-06,2.8817036195633497e-06,7.186901766150829e-06,-0.0005985698660124164
-1.2289847418069822e-05,-1.5876889568904839e-06,-8.125433263648645e-08,7.567970169455625e-06,-1.5764307388900067e-06,-7.425303054876811e-06,2.8716017439632063e-06,6.961773425137885e-06,-0.0005933361891927575
-1.0937846364603653e-05,-2.2939489918777422e-06,-7.674661344606926e-09,7.717035952850366e-06,-1.8086034820539207e-06,-7.430053885627161e-06,2.4574705403481895e-06,6.983304410287325e-06,-0.0005897387185402137
-9.302880063803494e-06,-2.2577608890835786e-06,-3.4558198330426296e-08,7.710503201478437e-06,-1.6082168333459427e-06,-7.580182339376632e-06,2.4866907354168916e-06,6.772453016537313e-06,-0.0005850087503183936
-9.850269427760517e-06,-3.0964496133031815e-06,-1.6099921572448712e-07,7.70858311820655e-06,-1.7137179486255568e-06,-7.73596771719279e-06,2.6209169614453523e-06,6.694529963977071e-06,-0.0005822163278099217
-9.999567776396694e-06,-3.231109189986872e-06,8.719832017284761e-08,7.687854007158877e-06,-1.75516143903925e-06,-7.462083094306939e-06,2.983944038389918e-06,6.81890805965841e-06,-0.0005796490179478848
-9.962678368758665e-06,-3.481927518051595e-06,1.4726016594249276e-08,7.804580829308119e-06,-1.6915546297089504e-06,-7.306458502868936e-06,3.1628637289419633e-06,6.8930990060234985e-06,-0.0005764470189170427
-9.84667519846277e-06,-3.1644063919422874e-06,2.8690246212051245e-07,7.957086401938212e-06,-1.4393020246771006e-06,-6.9009503778085255e-06,3.4009825179423916e-06,7.04853311747667e-06,-0.0005738495388621559
-9.474136679066151e-06,-2.7589164807809623e-06,2.2377223492470963e-07,7.797330035220136e-06,-1.5110541044971753e-06,-6.833322783360915e-06,3.3603739730527473e-06,7.139856846150637e-06,-0.0005709282713972127
-9.290600868456478e-06,-2.3425255478137908e-06,5.0491553644526e-07,7.838840059147518e-06,-1.5679656443501513e-06,-6.6863393124823346e-06,3.303938983030537e-06,7.012963993827718e-06,-0.0005682155955549153
-8.92940789458585e-06,-2.8100291331066456e-06,7.225997788580918e-07,7.851779634975404e-06,-1.4799529536828158e-06,-5.8655315964945654e-06,3.575260567752559e-06,6.931607990824747e-06,-0.0005644103614167741
-8.960789773511921e-06,-2.699901407863596e-06,8.928601321927444e-07,8.012077970308606e-06,-1.1914043143257374e-06,-5.705162409680307e-06,4.041060392363742e-06,6.93138541908049e-06,-0.0005585824943641311
-9.38745569556503e-06,-3.3839621678351938e-06,9.678374303536717e-07,7.865603998534886e-06,-1.2082535297182596e-06,-5.76394689826998e-06,3.7148401952408058e-06,6.7123178159714215e-06,-0.0005516643495042795
-9.763679390609301e-06,-3.3556181500718954e-06,8.593401806127233e-07,7.754651858484145e-06,-1.2173026745603652e-06,-6.039035678960239e-06,2.98348175626585e-06,6.439104013172905e-06,-0.0005460129769365689
-9.450356823428412e-06,-2.6668731313295156e-06,1.0111588845593675e-06,7.965325577236892e-06,-1.1224447166595833e-06,-6.004066508470381e-06,2.9884913317688737e-06,6.550783707158478e-06,-0.0005439347200097387
-9.295576580550526e-06,-2.0753808622002173e-06,1.1689547726552867e-06,7.837833623640674e-06,-1.1406058454647772e-06,-6.195035386895884e-06,2.5852835843742376e-06,6.520370817805032e-06,-0.0005408225458122676
-1.0801965482123612e-05,-1.5300244362076134e-06,1.1175040417543083e-06,7.134674281327717e-06,-1.0787807225468012e-06,-6.9568090484964645e-06,4.5244189398523943e-07,5.853483159757566e-06,-0.0005276738920430242
-1.1767833611910162e-05,-1.156609270671876e-06,1.1926276942494162e-06,7.082371802320365e-06,-1.1008765890093784e-06,-7.172912942377088e-06,4.526493072468046e-07,5.930759261478855e-06,-0.0005220788773402319
-1.2122049510516963e-05,-8.203335265752115e-07,1.1992887236400642e-06,7.0104644103373016e-06,-1.0934455471692833e-06,-7.3514839155774436e-06,1.9345361536515152e-07,6.016343307630515e-06,-0.0005191392725793719
-1.1739317225479275e-05,-5.854884067208839e-07,1.3425220607559848e-06,7.169723213413764e-06,-8.449225288881487e-07,-7.372243369481738e-06,4.073537509058478e-07,6.140105930789707e-06,-0.0005170247684475373
-1.1706209609799386e-05,-3.212742236662649e-07,1.3747269384876236e-06,7.131170737434835e-06,-6.834092016473499e-07,-7.855007477735641e-06,9.67834114246585e-07,6.377709123622792e-06,-0.0005131795754231846
-1.1840801420202015e-05,6.7888975107196e-09,1.709524631944726e-06,7.2943273472219235e-06,-3.877434489870089e-07,-8.591800090690635e-06,1.7443086756000752e-06,6.385088206046086e-06,-0.0005080320611540139
-1.2506072314266056e-05,4.147301052746735e-07,1.9693817233204487e-06,7.616774365452959e-06,-3.149999594164085e-07,-9.91424206900983e-06,2.543275286203641e-06,6.036807224370699e-06,-0.000500501689384163
-1.2868068470063731e-05,6.636004725858517e-07,1.474513610019235e-06,7.5066597315392154e-06,-7.534125586366387e-07,-1.0181489773251282e-05,3.7688158193088178e-06,5.922182717505954e-06,-0.0004987365032379083
-1.3203240031538291e-05,9.60933601393804e-07,1.565121786076937e-06,7.5954532350524434e-06,-7.388275834842404e-07,-1.0976955296509687e-05,5.191378212629524e-06,5.877699431079461e-06,-0.0004930735983769327
-1.3858453143063674e-05,1.136251437839164e-06,1.5643040953378015e-06,7.546654822692843e-06,-6.837260206620714e-07,-1.1802135959089793e-05,5.98836971102828e-06,5.799962158404828e-06,-0.0004888399287913941
-1.438188554665111e-05,1.1445584289602435e-06,1.3969449232090445e-06,7.628969167545038e-06,-8.512116947886988e-07,-1.301801171207705e-05,6.876068399606782e-06,5.891758396178569e-06,-0.0004806885587175545
-1.4611491514386752e-05,1.1226028024724325e-06,1.06858616838774e-06,7.579587619630473e-06,-1.0927082900614996e-06,-1.3556758178643625e-05,6.549886452765183e-06,5.658780187423165e-06,-0.00047484885360315766
-1.4719011326597411e-05,9.685001603711676e-07,1.131837865902007e-06,7.499996005890159e-06,-9.78067532244512e-07,-1.3990931865281523e-05,6.099138814410425e-06,5.453134236502908e-06,-0.0004682336313811882
-1.4304885813009922e-05,7.894094184441746e-07,1.118858419370034e-06,7.347997172501991e-06,-1.0044902732135445e-06,-1.4029755589390596e-05,5.838959866122903e-06,5.5463263829077524e-06,-0.0004623021212726318
-1.4315490483323173e-05,7.496815099296004e-07,1.0487823390201746e-06,7.430811631505615e-06,-1.0329743167376728e-06,-1.3269079807625819e-05,5.832573498021699e-06,5.815510331376936e-06,-0.0004588261830577309
-1.3865960954653933e-05,5.89312341012499e-07,1.2527146990555077e-06,7.661481741208213e-06,-9.31204188028657e-07,-1.3016251268440393e-05,6.2372758522299555e-06,5.9309392718392005e-06,-0.00045559534251645285
-1.3406429948259704e-05,5.00701340865488e-07,1.2470276730892218e-06,7.935165204948333e-06,-9.902451050215385e-07,-1.304232402780819e-05,6.559471289236947e-06,6.092624380343988e-06,-0.00045111969249629207
-1.4023972496839273e-05,7.224095003092591e-07,1.6860804487876797e-06,8.217989877442905e-06,-9.880620616737694e-07,-1.2352635560974415e-05,6.902319363738846e-06,6.159890424238412e-06,-0.0004464710545172595
-1.3715190859041855e-05,8.658731044318399e-07,1.882701179667366e-06,8.253691985325491e-06,-9.343877308531336e-07,-1.1844367428836333e-05,7.463472109310277e-06,6.377083243963491e-06,-0.0004441792439595302
-1.3457533395475571e-05,1.0555578173379529e-06,2.1366901563083324e-06,8.44815139300638e-06,-8.376811596327167e-07,-1.1403957343427827e-05,7.898771129266566e-06,6.6138532531705095e-06,-0.0004420308868727861
-1.2887489946217158e-05,1.3116673280484985e-06,2.444098892055189e-06,8.640994908989041e-06,-7.134456059144477e-07,-1.0954431343575663e-05,8.29110528701753e-06,6.76575904274829e-06,-0.0004403919602520499
