y_true,y_pred,residual
0.0007032,0.0007404453333333353,-3.724533333333531e-05
0.0008441,0.000853757666666668,-9.657666666667989e-06
0.001066,0.0009697329999999989,9.626700000000122e-05
0.0006973,0.0006980129999999977,-7.129999999976738e-07
0.0008341,0.0008295126666666614,4.587333333338703e-06
0.001043,0.0010217583333333319,2.1241666666668236e-05
0.0006917,0.0007264553333333352,-3.475533333333525e-05
0.0008248,0.0008350376666666672,-1.0237666666667255e-05
0.001021,0.0009742403333333325,4.675966666666746e-05
0.0006865,0.0007226180000000015,-3.611800000000143e-05
0.0008159,0.0008279649999999993,-1.2064999999999255e-05
0.001,0.0009571349999999989,4.286500000000109e-05
0.0006816,0.0006969276666666687,-1.5327666666668685e-05
0.0008076,0.0008180173333333338,-1.0417333333333787e-05
0.0009851,0.0009924056666666661,-7.305666666666084e-06
0.0006773,0.0006751220000000012,2.1779999999988397e-06
0.0007998,0.0007882946666666666,1.1505333333333462e-05
0.0009638,0.000931998999999998,3.180100000000198e-05
0.0006738,0.0006712980000000009,2.5019999999990623e-06
0.0007928,0.0007833843333333346,9.415666666665371e-06
0.0009539,0.0009251219999999976,2.8778000000002414e-05
0.0006704,0.0006714093333333341,-1.0093333333340828e-06
0.0007863,0.0007812803333333348,5.0196666666652186e-06
0.0009428,0.000915416999999998,2.7383000000002025e-05
0.000667,0.0006675066666666666,-5.066666666666934e-07
0.0007803,0.000779405999999998,8.940000000020416e-07
0.0009302,0.0009245173333333331,5.682666666666876e-06
0.0006641,0.0006655380000000019,-1.438000000001825e-06
0.0007748,0.0007765270000000001,-1.727000000000087e-06
0.0009199,0.0009192496666666661,6.503333333338513e-07
0.0006614,0.0006621749999999991,-7.749999999990837e-07
0.0007698,0.0007695763333333299,2.236666666700438e-07
0.0009048,0.0009078646666666682,-3.0646666666682637e-06
0.0006591,0.0006581380000000015,9.619999999985586e-07
0.000765,0.0007622013333333322,2.798666666667762e-06
0.000901,0.0008991173333333341,1.882666666665916e-06
0.0006573,0.0006564106666666669,8.893333333330608e-07
0.0007606,0.0007584353333333317,2.164666666668296e-06
0.0008984,0.0008932660000000035,5.1339999999965935e-06
0.0006555,0.0006568629999999992,-1.3629999999991262e-06
0.0007567,0.0007591349999999979,-2.434999999997899e-06
0.0008952,0.0008921593333333322,3.0406666666677774e-06
0.0006534,0.0006540973333333326,-6.973333333325313e-07
0.0007531,0.0007527523333333302,3.476666666698278e-07
0.0008893,0.0008780019999999985,1.129800000000149e-05
0.0006518,0.0006533613333333306,-1.5613333333306311e-06
