feature,importance_mean,importance_std
F0,-0.08409480030670971,0.001847107711099713
F1,-0.09015573406157146,0.0021430354663343003
F2,-0.07477944776913724,0.0018743513499882825
F3,-0.06920083514690784,0.0018764916725682117
F4,-0.05321279803169844,0.0013174265884291696
F5,-0.06614905233611902,0.0017547080084990936
F6,-0.02323669797881352,0.0006164035198481164
F7,-0.02373388217980853,0.0006504196764911828
F8,2.115205697433285,0.05310271628016429
