F0,F1,F2,F3,F4,F5,F6,F7,F8
-7.858139168932776e-06,-4.663520553294565e-06,-6.839858943636917e-07,1.6324178206973998e-06,-1.390124958816295e-06,-8.044816843571894e-06,-4.243574830146251e-05,-1.6832908143476114e-05,-0.0007325331453345642
-7.686390177138178e-06,-4.670949454020694e-06,-8.605051675781641e-07,1.4900181016693803e-06,-1.5470077248955404e-06,-8.07725324490251e-06,-4.334176165388441e-05,-1.6859258524610342e-05,-0.0007332585301990861
-7.035161867730098e-06,-4.0687396872558295e-06,-9.491743143341046e-07,1.319820693011229e-06,-1.6782611936224079e-06,-7.970881380814422e-06,-4.301233563086291e-05,-1.6600783080841365e-05,-0.0007359224549153342
-6.964711519168794e-06,-3.764157193691411e-06,-9.20349208578907e-07,1.1275830466628405e-06,-1.7430920427216268e-06,-8.126557957541922e-06,-4.252233762937407e-05,-1.661749658112878e-05,-0.0007378038522922396
-6.593197060892582e-06,-3.5317757032820737e-06,-8.285912844077424e-07,1.035256788916265e-06,-1.7469506582219947e-06,-8.708534842740317e-06,-4.1566276218393395e-05,-1.662525721714677e-05,-0.0007393153118482851
-6.004665041303464e-06,-3.236415496954649e-06,-8.047011439888729e-07,1.0182484675924921e-06,-1.7645546173067816e-06,-9.43094481955539e-06,-4.125020163625255e-05,-1.6918341599994334e-05,-0.0007413053954900207
-5.776585174852101e-06,-2.49492103624507e-06,-6.011881290742297e-07,1.008065610528689e-06,-2.073393662728981e-06,-1.0185491283584482e-05,-4.051407805483178e-05,-1.7248065528168014e-05,-0.0007427146474521605
-5.1741395506729125e-06,-1.9437091175324975e-06,-7.526605286734736e-07,1.0037237071428472e-06,-3.0381227062341468e-06,-1.0599352440470901e-05,-4.038963602439743e-05,-1.7403756714716562e-05,-0.0007438176513355638
-5.01244137262714e-06,-1.6635648169086655e-06,-9.172557953617015e-07,7.656507470992064e-07,-3.675545611184803e-06,-1.0717309317899176e-05,-4.03234305461122e-05,-1.75468640198904e-05,-0.0007446738773115637
-4.913068839357317e-06,-2.0108270235638963e-06,-9.393313452668953e-07,3.508628601083367e-07,-3.965746451594805e-06,-1.0866646937260158e-05,-4.0043790658392866e-05,-1.7706280417758908e-05,-0.0007449828092313619
-4.712868955450803e-06,-1.9786203105721676e-06,-9.767468053362094e-07,2.1573460415680699e-07,-4.159342844408181e-06,-1.1097031987882507e-05,-3.986022682380911e-05,-1.8018508651308586e-05,-0.0007449840262698369
-4.508907353583947e-06,-1.965181440996951e-06,-9.96892560523112e-07,1.3386797803646534e-07,-4.265455095610759e-06,-1.1142645312967856e-05,-3.9896848810682656e-05,-1.7997356442486208e-05,-0.0007450778856723011
-4.418720657838735e-06,-1.9920302683820032e-06,-9.895477557336454e-07,1.1518934738392041e-07,-4.370785578779181e-06,-1.1215239649259027e-05,-3.99309370330261e-05,-1.7947074029228974e-05,-0.0007450538257529214
-4.292267526203783e-06,-1.8875360664976146e-06,-1.037593301037236e-06,9.191243169433753e-08,-4.429361854458791e-06,-1.125475050415273e-05,-3.985430647253613e-05,-1.7965899093714618e-05,-0.0007453695023242105
-4.161084062235465e-06,-1.856867657244159e-06,-1.0430219896374154e-06,7.06278729481852e-08,-4.539057761684425e-06,-1.1248382715565863e-05,-3.98564793818271e-05,-1.803118758587978e-05,-0.000745549518096659
-4.18826626704982e-06,-1.7651792003185926e-06,-1.0157127623309116e-06,1.1809674614293201e-08,-4.555103665503304e-06,-1.1294834644225318e-05,-3.975603716377515e-05,-1.8013341858957007e-05,-0.0007454623054902452
-4.439961391181454e-06,-1.6888725968429625e-06,-9.370305804320727e-07,3.6606990677652874e-09,-4.587587242721033e-06,-1.1368131824901395e-05,-3.967851807035469e-05,-1.801045899609487e-05,-0.00074497007137433
-4.330968622370269e-06,-1.6727245159620558e-06,-8.362072631519726e-07,-4.770937013983818e-08,-4.722153621853814e-06,-1.145129539810954e-05,-3.964390631623718e-05,-1.7961498729388624e-05,-0.0007446435075405745
-4.709656741604768e-06,-1.3352256353944468e-06,-7.155727705203698e-07,-1.7719698174796422e-07,-4.861243991798575e-06,-1.1698804581756487e-05,-3.9493566645128215e-05,-1.8073948988114495e-05,-0.0007439287550417273
-4.819233604871079e-06,-1.2318966410630127e-06,-6.510537783273498e-07,-2.194805980039358e-07,-4.832168710161494e-06,-1.1671451384271878e-05,-3.937681040103959e-05,-1.8092457482389437e-05,-0.0007437614187776589
-4.4033640108865425e-06,-1.2379306932139644e-06,-6.132865552383635e-07,-1.9854879606709344e-07,-4.820376159101031e-06,-1.154841572879135e-05,-3.937819313323679e-05,-1.7964715202845816e-05,-0.0007438824744317393
-3.6480283042158234e-06,-1.7529041412208228e-06,-6.428454101345038e-07,-2.404678540020147e-07,-4.794231237783926e-06,-1.1472125290722204e-05,-3.920607022338297e-05,-1.7846013063191084e-05,-0.0007436779525198014
-3.1122482167636227e-06,-2.0546614657483564e-06,-6.31935606505002e-07,-2.1933602262642457e-07,-4.765176450457408e-06,-1.1463741657752826e-05,-3.94030260380741e-05,-1.7702842784996455e-05,-0.0007429073364681973
-2.6412818738082717e-06,-1.9674205813827573e-06,-6.43161416015532e-07,-2.749372508549164e-07,-4.817925393489921e-06,-1.141165993489316e-05,-3.9604039978821315e-05,-1.768242008865505e-05,-0.0007422367915265324
-1.9140130873455627e-06,-1.6500777504320642e-06,-7.132013449995155e-07,-4.2486681116981443e-07,-4.9133798385404495e-06,-1.1399980544814842e-05,-3.9749631395501544e-05,-1.7759615872724384e-05,-0.0007414188713989264
-2.04876736056728e-06,-1.5435121387577808e-06,-7.497876212564072e-07,-4.0185641089735997e-07,-4.824884099429358e-06,-1.1263666929280176e-05,-3.9788792274626797e-05,-1.7649133917863655e-05,-0.0007405585706251099
-2.200924765475703e-06,-1.427380402251765e-06,-6.641907304425271e-07,-3.081902315272497e-07,-4.747910394262032e-06,-1.117191690978514e-05,-3.977377221092542e-05,-1.7543400853050732e-05,-0.0007398276182133983
-2.259824441365119e-06,-1.32006820701355e-06,-5.937315109630204e-07,-2.9485119266844437e-07,-4.634870083731886e-06,-1.1038228151606872e-05,-3.9785762544038e-05,-1.7355586586591297e-05,-0.000738783381993142
-2.315732490261307e-06,-1.2442290234436894e-06,-5.660999046435991e-07,-2.495875663551304e-07,-4.5393446640996205e-06,-1.091803790123422e-05,-3.9807975165213174e-05,-1.708800582222739e-05,-0.0007381152921736411
-2.1441640807444914e-06,-1.0950821681987332e-06,-5.532283803330855e-07,-2.431898417314915e-07,-4.405099207589419e-06,-1.0789362343735828e-05,-3.976212919067804e-05,-1.710264321271595e-05,-0.0007373940729520573
-1.967238602880583e-06,-1.1744608161050273e-06,-5.819602713107701e-07,-1.6841877191087595e-07,-4.309935498462089e-06,-1.0616206212750465e-05,-3.961829777058442e-05,-1.7058444600803915e-05,-0.0007363593421663111
-2.3579968141183714e-06,-1.4753021891046015e-06,-6.087973772515611e-07,-9.173394693194396e-08,-4.2297220012041985e-06,-1.045058231489021e-05,-3.955982619415258e-05,-1.7051495679221162e-05,-0.0007344198481942456
-4.331452611024356e-06,-1.8055900932653368e-06,-5.83456748109642e-07,-6.605287251177003e-08,-4.163853772841919e-06,-1.0414018023448215e-05,-3.947789353397528e-05,-1.692424379138056e-05,-0.0007308704099312326
-7.803904862018525e-06,-2.138056043339467e-06,-6.263661039915151e-07,-1.427384617433502e-09,-4.0326931352107525e-06,-1.029648594431748e-05,-3.928202983042974e-05,-1.6697109060936713e-05,-0.0007257732323462541
-8.119648861148162e-06,-2.07394526700086e-06,-6.725804170595598e-07,6.0766729204385e-08,-3.918411308279787e-06,-1.0638621005783588e-05,-3.916549885233843e-05,-1.6540801398633887e-05,-0.0007241755643300769
-8.741345256321525e-06,-2.055140144484887e-06,-6.91708433129055e-07,4.5859014061372115e-08,-3.94004810161292e-06,-1.0857693883830109e-05,-3.910323970445837e-05,-1.611898523668186e-05,-0.0007217533362979918
-9.036195132507183e-06,-1.968758515122167e-06,-7.256458642753919e-07,4.9549416220405705e-08,-3.933513682932978e-06,-1.0718062086986251e-05,-3.911870041541405e-05,-1.561856787588224e-05,-0.0007199180772208814
-8.971101611483512e-06,-1.8488049164815702e-06,-6.714952326616215e-07,1.9005641070820858e-07,-3.780564263146554e-06,-1.050783069675377e-05,-3.911794914502402e-05,-1.5895942634780768e-05,-0.0007192183392881568
-9.036837611627166e-06,-1.8738701006450233e-06,-7.249224991049357e-07,1.8979539630463312e-07,-3.7747780226562294e-06,-1.0414419828537178e-05,-3.919780560036401e-05,-1.5421427563896377e-05,-0.0007171713722139195
-8.844147150462993e-06,-1.7650935904172703e-06,-7.079978001177033e-07,2.606269965006778e-07,-3.6363542560358e-06,-1.0142282092477306e-05,-3.893320080460451e-05,-1.5760821061753812e-05,-0.0007162987016184146
-8.764630701481043e-06,-1.7919120123914371e-06,-8.050655030738479e-07,3.199479778463622e-07,-3.567931001738142e-06,-9.821623661052458e-06,-3.890502209304355e-05,-1.5572746767273587e-05,-0.0007148489876155777
-8.820559806946487e-06,-2.044566331500912e-06,-1.0510274538792462e-06,3.538425115604382e-07,-3.3325161043279346e-06,-9.382384431203736e-06,-3.9155666568263436e-05,-1.4550195559849852e-05,-0.0007133715643000384
-9.123870577113895e-06,-2.2592266034413435e-06,-1.294283502568133e-06,2.3422439292427363e-07,-2.9319680323053915e-06,-9.001744211134816e-06,-3.930402947367754e-05,-1.4240955240024106e-05,-0.00071132378479711
-9.670708407099541e-06,-2.6630685801187027e-06,-1.5688380783946131e-06,2.145110323537744e-07,-2.5054125093465827e-06,-8.574153703814597e-06,-3.957508877769612e-05,-1.3649789617648339e-05,-0.0007078290894026839
-9.900662086583905e-06,-2.4159835714986767e-06,-1.6028217272713625e-06,4.4165141571949666e-07,-2.024341643152044e-06,-8.408078162284643e-06,-3.969149752199936e-05,-1.3375589814112342e-05,-0.0007061476482665966
-9.949145423685054e-06,-2.21130249170819e-06,-1.5162521885385228e-06,5.184317645186419e-07,-1.7382563462845594e-06,-8.089475371775716e-06,-3.962858380590362e-05,-1.337860116315876e-05,-0.0007051337863512433
-9.879786562325551e-06,-2.024757054365984e-06,-1.3828679056256934e-06,6.478240870575106e-07,-1.4011060092128502e-06,-7.892711994427707e-06,-3.95533500823592e-05,-1.3087226351957941e-05,-0.0007042096561712285
-9.783028245788459e-06,-1.8338725262009664e-06,-1.2336517390903544e-06,1.0087794057332874e-06,-1.1493258980778437e-06,-7.577959072201016e-06,-3.9391873796814584e-05,-1.26937867147836e-05,-0.0007031272527905563
-9.667011328077252e-06,-1.7085785261009096e-06,-1.0560120818001677e-06,1.2931655430444328e-06,-8.900926968249733e-07,-7.361019107319228e-06,-3.919917291582161e-05,-1.2350265483071918e-05,-0.0007020009847818088
-9.538237360621207e-06,-1.5795615196548456e-06,-9.428668052145043e-07,1.481080985649902e-06,-6.088209006766935e-07,-7.1921326405571e-06,-3.9069713223081114e-05,-1.2073574794828268e-05,-0.000700936811785465
-9.429348246591753e-06,-1.400140587382925e-06,-8.071835084695668e-07,1.5669781392786639e-06,-3.7179577617424893e-07,-6.875266389459939e-06,-3.890821933205388e-05,-1.1841203076555425e-05,-0.0006995341259337074
-9.281089220354081e-06,-1.3132924707555165e-06,-6.285294982347541e-07,1.64363033579937e-06,-1.7993291661799687e-07,-6.500985012685813e-06,-3.88216232966148e-05,-1.1611042145506075e-05,-0.0006983411071528181
-8.98867431606707e-06,-1.1621039489868175e-06,-5.304024924889225e-07,1.8782861194678968e-06,7.769722517106281e-08,-6.282908709724769e-06,-3.873030141119664e-05,-1.0818678730597615e-05,-0.0006977595517800306
-8.696530906860085e-06,-1.13489192350652e-06,-3.762406669095082e-07,2.13106065568966e-06,4.6952172645801904e-07,-5.838310296219221e-06,-3.859067686545671e-05,-1.0506351616748739e-05,-0.0006966838848175692
-8.375125336374423e-06,-1.1162011709453112e-06,-3.0329535251669856e-07,2.3083031871965885e-06,9.72475149632399e-07,-5.213345909355771e-06,-3.846731294802136e-05,-1.0111752238904251e-05,-0.0006956717167585002
-8.074561450319644e-06,-1.0128174417684072e-06,-5.45167557166928e-08,2.5441094617905704e-06,1.432235790436557e-06,-4.209035520348273e-06,-3.834266495315339e-05,-9.946352813911129e-06,-0.0006940843676947979
-7.462846406510776e-06,-7.596533351282023e-07,1.0123428797744694e-07,2.4707676389364426e-06,1.5961720115364135e-06,-2.188551993971282e-06,-3.830743503396133e-05,-9.908969375692232e-06,-0.0006933486891709752
-7.938733509606843e-06,-1.1527400666899056e-07,2.697650856654739e-08,2.7981232606842265e-06,1.7331407359099743e-06,-2.1095919733318896e-06,-3.858139448352471e-05,-1.0115443282333819e-05,-0.0006922357746274746
-7.5047898799700475e-06,6.504196347935864e-07,-1.0468464515521927e-07,2.5074054766598186e-06,1.3297896040772538e-06,-1.9334356892940803e-06,-3.867345946712029e-05,-1.0702628607563133e-05,-0.0006881129211375418
-5.164489335442152e-06,6.445618270323492e-07,4.242461484732115e-08,2.390356010230442e-06,9.453906738718475e-07,-2.243418404482804e-06,-3.886850276928814e-05,-1.1752928798960421e-05,-0.0006746030318622579
-1.4280893755930447e-05,-1.534159350746582e-06,-5.189081096862046e-07,2.999230992723232e-07,-2.241320209416305e-06,-6.21152491683893e-06,-4.0761590044866744e-05,-1.855740063998613e-05,-0.0006380080974495732
-1.6169764056030566e-05,-1.838652649584159e-06,-5.550144309698296e-07,1.3389868375515574e-08,-2.7461808364106454e-06,-6.666779396782391e-06,-4.158310230439824e-05,-1.9523067967110854e-05,-0.0006415931329381958
-1.6828003959380884e-05,-1.7375873936365222e-06,-4.1100539323156974e-07,6.291522975231136e-08,-2.72838378904676e-06,-6.895711317155901e-06,-4.1688998712833744e-05,-1.869478850916659e-05,-0.0006423750741997444
-1.726554675765499e-05,-1.6583489406081639e-06,-4.0771171458944405e-07,1.2574972037720809e-07,-2.71931593564948e-06,-6.8287472560023275e-06,-4.1722431734676585e-05,-1.805783429015966e-05,-0.0006418184511354805
-1.749475943235881e-05,-1.4778153339823743e-06,-2.0451452517814612e-07,2.9664475205245074e-07,-2.6767834446672625e-06,-6.753746864311377e-06,-4.1569520169068356e-05,-1.741884563080698e-05,-0.0006412249640627892
-1.7488121264955308e-05,-1.3996605871059028e-06,-6.660956808205791e-08,2.5734159053774596e-07,-2.8206589642499596e-06,-6.6828323547527125e-06,-4.131431838813711e-05,-1.5840812552100658e-05,-0.0006403006326222651
-1.7013569002306174e-05,-1.2244743883771837e-06,1.5425177387279796e-07,4.451297151289633e-07,-2.8027033891916393e-06,-6.765221127287769e-06,-4.109248529695814e-05,-1.5093522543292827e-05,-0.0006376450437860346
-1.6605126005347518e-05,-1.2598531146305599e-06,-3.441618218111989e-08,4.319319038809692e-07,-2.712877769738548e-06,-6.862807351663502e-06,-4.088369197518045e-05,-1.4829599060465943e-05,-0.0006347175318224556
-1.5823828242411877e-05,-1.2830250037735827e-06,-3.3755109713976585e-07,4.1944050327580015e-07,-2.7839623132607806e-06,-6.907433038831592e-06,-4.126494810445817e-05,-1.430565889556347e-05,-0.0006318386718522804
-1.530598309731338e-05,-1.3444417086924292e-06,-3.692214552113359e-07,1.4810627878993183e-07,-2.7505553784979322e-06,-7.038455907705175e-06,-4.1564774332996645e-05,-1.4507213991940138e-05,-0.0006281977651175399
-1.438115093199916e-05,-1.3636284907686925e-06,-7.233733401967546e-07,-5.597308205712323e-08,-2.78781294685983e-06,-7.114618418444349e-06,-4.217627114100997e-05,-1.3401946560305282e-05,-0.0006241295297994664
-1.365450935657717e-05,-1.5245002349940287e-06,-1.2876779825413349e-06,1.1684153850143235e-07,-3.2433420450985687e-06,-7.0783050197020295e-06,-4.256924917037995e-05,-1.2340816063101406e-05,-0.0006205954130438833
-1.2648668415179939e-05,-1.5093008829649784e-06,-2.3541628376647413e-06,8.879464609195772e-08,-3.1824312247524537e-06,-6.98742362515153e-06,-4.282692172912128e-05,-1.2421257327393669e-05,-0.0006161769333149756
-1.1541479145386441e-05,-1.1473695308292112e-06,-4.310037950945717e-06,7.403283747797905e-08,-3.348050151230821e-06,-7.022353179294931e-06,-4.302532018959401e-05,-1.2104643720986766e-05,-0.0006111274170136602
-1.0253365766037668e-05,-6.964118688250387e-07,-6.65750912314902e-06,-7.612767553463624e-08,-3.3464228252443567e-06,-7.394150965457557e-06,-4.3083668184141074e-05,-1.2462945351153777e-05,-0.0006044517029515724
-8.467272026073513e-06,1.8157520406525532e-07,-6.69774220068461e-06,-9.139947144155724e-08,-3.2256995049491574e-06,-7.241081976947654e-06,-4.32390148380338e-05,-1.2301199870997194e-05,-0.0005948584700260445
-5.704435433745001e-06,-8.258558923967926e-06,-8.192550143049653e-06,-9.215792707000565e-07,-3.627742015706937e-06,-7.4343613296064656e-06,-4.378945583096795e-05,-1.3475745329826229e-05,-0.0005829905431002035
-5.933500131330561e-06,-1.3044144642604354e-05,-9.41994939610453e-06,-9.390198387999353e-07,-3.7359628195448897e-06,-7.103903239707391e-06,-4.384286797883178e-05,-1.3710128409579208e-05,-0.000587588494921271
-6.310661949732249e-06,-1.3051148066248079e-05,-9.878416497091103e-06,-5.403796230522918e-07,-3.525722438666709e-06,-6.972433145446832e-06,-4.3533972006456895e-05,-1.3516503669197816e-05,-0.0005855947339818791
-6.023637435674854e-06,-1.4061692899082601e-05,-9.50094455864158e-06,-2.976685642720234e-07,-3.422848242962024e-06,-6.7271944074035226e-06,-4.2976550064945066e-05,-1.3515934046805455e-05,-0.0005819948344913201
-5.992133606357833e-06,-1.5407958078818893e-05,-9.377645930317399e-06,-1.2434477399579932e-07,-3.5729922386575012e-06,-6.6912744721287926e-06,-4.286222431826631e-05,-1.3545032228330268e-05,-0.0005819393657308991
-6.471825679118922e-06,-1.614859314507535e-05,-9.51674500472257e-06,-5.191751051138404e-08,-3.3835049492531404e-06,-6.570602297573581e-06,-4.248465604786215e-05,-1.3244383107536182e-05,-0.0005797310769694508
-6.6928472871794e-06,-1.5701518091521925e-05,-9.369111705676325e-06,-7.952498399046371e-08,-3.2926314466014065e-06,-6.398833123926896e-06,-4.228641151094203e-05,-1.3051921844871245e-05,-0.0005758535047163966
-6.560077045814178e-06,-1.7134111774907315e-05,-9.283720996688216e-06,-3.4101534485920554e-08,-3.233879355592656e-06,-6.263699117084998e-06,-4.2036769129812826e-05,-1.3053708412199e-05,-0.0005743219040111873
-6.688496326481654e-06,-1.7492921347265626e-05,-8.732447656656475e-06,2.2703636006121312e-07,-2.937890230082154e-06,-6.158332121018232e-06,-4.1388893018671114e-05,-1.2618032410708945e-05,-0.0005713319946269479
-8.172095507939682e-06,-1.7478339019296446e-05,-8.334226099204489e-06,5.156861875191235e-07,-2.931349461413337e-06,-6.003770346850489e-06,-4.144520404637216e-05,-1.2651292330112192e-05,-0.0005667387140874352
-8.105916486286177e-06,-1.7908078130402086e-05,-8.085055243840538e-06,8.073700435555565e-07,-3.294368950168627e-06,-6.1389109126433905e-06,-4.136389087449196e-05,-1.2772104735278065e-05,-0.0005630430160882136
-7.820688990900389e-06,-1.6389428489845048e-05,-7.818450072189492e-06,8.201418270757266e-07,-3.0074802797933757e-06,-6.070332841019817e-06,-4.090937431020354e-05,-1.2986329396229601e-05,-0.000556601362158001
-8.13490183305643e-06,-1.9344091058092632e-05,-7.806267699117347e-06,9.040421733940724e-07,-2.9797284023422707e-06,-6.149363931362783e-06,-4.096599701745506e-05,-1.3154137948105373e-05,-0.0005559431923283043
-8.836853306093773e-06,-1.980706265952223e-05,-7.631436469983637e-06,9.104498993792401e-07,-2.6648480382219424e-06,-5.77999880886738e-06,-4.0749406945350185e-05,-1.3133359176226888e-05,-0.0005544047892062255
-8.929283591942566e-06,-1.9670698893364246e-05,-7.64276442865517e-06,9.987292915041978e-07,-2.4887150210178137e-06,-5.774776843976018e-06,-4.0638217225205074e-05,-1.3023315513489283e-05,-0.0005518795958183054
-9.297398216206438e-06,-1.8710817687950944e-05,-7.4201682740736305e-06,1.0062649557223224e-06,-2.327588632008669e-06,-5.679402735186826e-06,-4.0510223710212474e-05,-1.2805564630192875e-05,-0.0005495197391143419
-9.290069223051811e-06,-1.734475229528366e-05,-7.41031017359598e-06,6.746782710429132e-07,-2.465150870186375e-06,-5.651283877697004e-06,-4.0674986447410034e-05,-1.2709884115916103e-05,-0.0005465945459790137
-9.35770636584054e-06,-1.6304274956349195e-05,-7.171673371386683e-06,7.281392136921597e-07,-2.382408196742331e-06,-5.235853783949014e-06,-4.064798156632779e-05,-1.2487864707689157e-05,-0.0005432576809765154
-9.31780481712587e-06,-1.623698263676627e-05,-6.472925701612849e-06,7.925550831310105e-07,-2.2419014167474466e-06,-5.148265448816953e-06,-4.066189924431076e-05,-1.259942272611471e-05,-0.0005386546578027443
-9.381452942708971e-06,-1.6032805124599726e-05,-6.532314379746388e-06,6.948338008313732e-07,-2.076316790842921e-06,-5.169013750721741e-06,-4.0169959687157326e-05,-1.2780627474623416e-05,-0.0005337419816948807
-9.141316822905778e-06,-1.6273582546018865e-05,-5.74516269813479e-06,5.009639768273335e-07,-2.1917059001446045e-06,-5.387483530862906e-06,-4.0848326408694526e-05,-1.299156349330362e-05,-0.0005265104606212085
-9.491081040313723e-06,-1.4904685772978268e-05,-5.692910010084905e-06,1.3821059327047827e-07,-2.2153734963557365e-06,-5.697908235564654e-06,-4.3108867309418154e-05,-1.3379086326456119e-05,-0.0005209466031132091
-9.217764586060278e-06,-1.4136508063305426e-05,-5.145973446272552e-06,1.7809030964055833e-07,-2.057360203845071e-06,-5.568169146717233e-06,-4.4177391173268054e-05,-1.3442990236486424e-05,-0.0005185359048314614
-9.662900658235302e-06,-1.2438180589570702e-05,-4.794339051793458e-06,4.9918771991944894e-08,-2.1604119982975515e-06,-5.837777246212255e-06,-4.6498984641643476e-05,-1.3577824204012063e-05,-0.0005144908050933364
-9.520377934227613e-06,-8.870072607946107e-06,-4.270656735986449e-06,-1.0232134547796372e-06,-2.2163407930965557e-06,-6.808989066363925e-06,-5.446311990444705e-05,-1.4686498219303608e-05,-0.000499439369328295
-1.0737613142597256e-05,-7.046987783194156e-06,-4.164654104387769e-06,-1.1614541674545843e-06,-2.5179135687531878e-06,-7.539526400650528e-06,-5.612171556433234e-05,-1.4784978330567113e-05,-0.000493373461649177
-1.1337315158386084e-05,-6.019530937063166e-06,-3.6728694392616246e-06,-1.0705329314040844e-06,-2.44575168746427e-06,-7.919817058654272e-06,-5.8465206339606226e-05,-1.4645614935958648e-05,-0.0004909126662233168
-1.1241061814456595e-05,-5.8947743086920355e-06,-3.3412269836185327e-06,-9.315792130882057e-07,-2.2235608620242348e-06,-8.18536903911388e-06,-6.000420843594629e-05,-1.4545593135937208e-05,-0.0004894722642515724
-1.1364451119675378e-05,-5.189605024811878e-06,-2.6054156264605613e-06,-7.413262328446974e-07,-1.725030266948991e-06,-8.928233776030392e-06,-6.045252727341499e-05,-1.4336308832529028e-05,-0.0004846320732250646
-1.1636732093123853e-05,-4.6996564800295095e-06,-1.8182808522848703e-06,-2.797766596626219e-07,-1.422916051316991e-06,-9.904847570894532e-06,-6.0401756091477025e-05,-1.4369099116231247e-05,-0.00047815290646275915
-1.2514375095138419e-05,-3.857150695485507e-06,-1.5195416132521512e-06,9.4916785322409e-07,-1.4141627897337012e-06,-1.1929393148509865e-05,-6.227030195458355e-05,-1.4497080743009476e-05,-0.00047017879985795555
-1.2968298215506024e-05,-4.181126125070169e-06,-1.8492845086028244e-06,1.0291706894999814e-06,-1.6751237658267984e-06,-1.2689265889643427e-05,-6.293626812104431e-05,-1.4383742492734958e-05,-0.0004688680329488457
-1.3252925663540235e-05,-3.988180547929148e-06,-1.8397156252962804e-06,1.3453694352538255e-06,-1.8870879152341214e-06,-1.4244006020745896e-05,-6.169356605028354e-05,-1.4668690086313794e-05,-0.0004634945022370191
-1.3648081472055092e-05,-3.7978632938880804e-06,-1.788072760375755e-06,1.103326254628119e-06,-1.924843268074878e-06,-1.573607662851134e-05,-5.987596918098447e-05,-1.5190535420302016e-05,-0.00045809418894154414
-1.4713538788417295e-05,-4.725598075187804e-06,-2.079988533335039e-06,9.595994982795183e-07,-1.9832494885915376e-06,-1.734911127902243e-05,-5.671566568869256e-05,-1.551365266974644e-05,-0.00044865843301972663
-1.4652945446919972e-05,-5.5491140617528615e-06,-3.024430425532741e-06,3.074807339182523e-07,-1.976156947903951e-06,-1.8658985721848983e-05,-5.6510320302204945e-05,-1.6295968262959736e-05,-0.0004433098642759026
-1.4311802493569278e-05,-6.218239196912713e-06,-3.6973552622429427e-06,-5.607458988955659e-07,-1.893779370379266e-06,-2.043574877296167e-05,-5.582426166291409e-05,-1.700289360952391e-05,-0.00043690714511037396
-1.3328170585834128e-05,-6.873186976553563e-06,-4.137717738298347e-06,-6.145942337062064e-07,-1.9612757580324063e-06,-2.1236290660102782e-05,-5.49284320119269e-05,-1.720738139447051e-05,-0.00043150525535218595
-1.253246700032381e-05,-7.529184479394811e-06,-5.225895042417222e-06,-8.574210778421084e-07,-2.141040710299289e-06,-2.1072312917173365e-05,-5.4548189582810876e-05,-1.732288730356184e-05,-0.00042873623993061935
-1.205472533434221e-05,-7.99139051059535e-06,-5.883277946655651e-06,-1.1702771149809019e-06,-2.0298057467191677e-06,-2.0542046111506057e-05,-5.419038731475901e-05,-1.7345343506513162e-05,-0.0004252590511250367
