F0,F1,F2,F3,F4,F5,F6
-1.427334953700467e-05,2.5487366449202088e-06,5.845149176507228e-06,9.532128332424145e-06,1.211768270194978e-05,2.5425323836039017e-05,0.00031798409657847693
-1.2843592857050286e-05,2.6255312375365672e-06,6.022978778728923e-06,8.554899737323231e-07,1.2074505218037564e-05,9.845459352038069e-06,0.0003361393960302806
-1.2382897251995663e-05,3.1619413518322513e-06,5.146312573373252e-06,-8.856899366311702e-07,1.1359804615933889e-05,1.3660651856531011e-05,0.0003456663111909272
-1.1026898792087645e-05,2.7065676171276324e-06,3.9080137598122675e-06,-1.5324026385794386e-07,1.0716106547977547e-05,1.5147482608384556e-05,0.00037318840292262614
-1.2158784270430687e-05,3.1612609855600022e-06,-2.505416796589403e-07,-2.802458931190713e-06,9.418900647427259e-06,9.618378534096583e-05,0.0003073776056406427
-1.196189967820606e-05,2.3441508781501064e-06,1.4852116691105419e-06,-2.8719874687190184e-06,9.08123542214047e-06,0.00010377084041336563,0.0003162088831641319
-1.6382693835846257e-05,1.8110774115586782e-06,6.067977854528113e-07,-3.972562661165379e-06,8.558330056354413e-06,0.00011067435119782309,0.00033503780111246624
-1.3541222158868494e-05,1.8909709666306875e-06,-6.505662721930865e-07,-3.7518930581058855e-06,7.542180739355144e-06,0.00011545396258169367,0.00035163966826814324
-1.1918518059489713e-05,2.652031441804151e-06,-1.3128047801973366e-06,-5.360633847649539e-06,7.611797723725432e-06,0.00011870644841907247,0.0003640514468360578
-1.1234992106114034e-05,2.513323093400892e-06,-1.052365652548389e-06,-6.867754931714118e-06,6.176982356076566e-06,0.00012262117906898547,0.0003855767292385701
-1.0171244686122151e-05,3.0801187209589443e-06,-2.1892476218639846e-07,-7.686153282091305e-06,5.219717937036491e-06,0.0001246374815237397,0.0004022787722819797
-1.0654295905512326e-05,3.0030085721427814e-06,-2.305147602968873e-07,-7.820488188895836e-06,4.610557500071958e-06,0.00012558844658206852,0.0004252430539337396
-1.0695433423755487e-05,3.1802600021382026e-06,5.851369386523685e-08,-8.187720278079888e-06,3.347083914435675e-06,0.00013046427533975154,0.0004498561218182898
-1.0746246411180413e-05,3.3636794562294465e-06,-7.486490613121204e-07,-7.025512699896451e-06,2.8511776547044684e-06,0.00013506573428437042,0.0004683662511770577
-1.2188927637009637e-05,5.00186672083815e-06,-2.859852228217971e-06,-6.666067732672626e-06,3.5543573217216135e-06,0.00014767257596624172,0.00048205914865573135
-1.2979888583791436e-05,8.970532134717472e-06,-3.063063171307974e-06,-4.704370073830821e-06,6.991968089747713e-06,0.0001586933253790483,0.0004922645972920532
-1.4049444325522842e-05,7.685049409935534e-06,-2.7283502448083218e-06,-4.892681195137404e-06,4.888239009958549e-06,0.0001592445371018393,0.0005261757513103759
-1.5215074188935764e-05,5.507387939813332e-06,-3.734434505983756e-06,-5.415946520762661e-06,3.5840363761793835e-06,0.00016369583817695492,0.0005454479604560504
-1.5981922954950458e-05,5.033459922065606e-06,-9.137851981461913e-06,-3.0084342160042753e-06,8.089112602785606e-06,0.0001767767371019006,0.0005566686672589788
-1.0108879652640156e-05,5.643343269662545e-06,-2.3084438271784754e-05,2.0652483537375087e-06,1.009786154661412e-05,0.00017687487399291777,0.0005765417584948186
-2.9473940654969838e-06,1.2040286303142606e-06,-2.5732547161725098e-05,4.398951072678897e-07,1.145433134132763e-05,0.00016799418345723481,0.0006039506037577276
3.7145109436160743e-06,2.92965839490821e-07,-1.3644169337018986e-05,4.1209416659046794e-07,1.2361384947653156e-05,0.00014592781796606496,0.0006443384965402519
5.535699440607838e-06,-2.5019450538382767e-06,-1.3671861900695554e-05,2.8305147945547863e-07,9.250939412299192e-06,0.00015118194898163263,0.0006572519353738606
6.4130589009104275e-06,-2.9690172011759045e-06,-1.7055678902956736e-05,1.0461731891371426e-07,5.346853420049555e-06,0.00015257875425145765,0.0006741011799461209
5.8844381318033424e-06,-3.423725309691444e-06,-2.00555992065093e-05,-3.869050284310889e-06,1.1743665044404368e-06,0.00015154258549368336,0.0006955500857372485
4.001670004306455e-06,-2.429268814598945e-06,-1.1398224866422976e-05,-4.326956800219074e-06,1.6337384388107645e-06,0.00014954621506733237,0.0007378025947041236
6.5179237655732545e-06,3.4912550280155145e-06,-1.1461510091509726e-05,-6.600512129448189e-06,-3.189413511654925e-06,0.00014324376610805054,0.000752021591897653
7.848588465347084e-06,5.525907670933608e-06,-1.2365413678625315e-05,-1.0332430506088869e-05,-3.7293910156851297e-06,0.00014384656970735144,0.0007675459370901133
6.15048065684373e-07,1.349706065811917e-06,-7.444722811760755e-06,-1.4283093419820584e-05,-1.9545496888988264e-06,0.00014625307028003288,0.0008104876425756194
-5.6856124982150765e-06,-1.6525820921369901e-06,-8.207890672151427e-06,-1.2645473612318392e-05,-6.724583989462292e-06,0.00014638687179442615,0.0008313157054698659
-9.23051678253357e-06,-3.485385033229272e-06,-4.61430963299692e-06,-9.988328851392138e-06,-8.146088641090713e-06,0.00014904475296965454,0.0008518829770382631
-1.1885043874558118e-05,-6.641171708681555e-06,2.8678740924112304e-06,-6.587219794534685e-06,-7.587421883850788e-06,0.0001511465887290419,0.0008659994955068521
-1.5567214376566912e-05,-9.41819550875544e-06,2.5653201861693714e-06,-3.712658454881958e-06,-7.954218143800738e-06,0.00014984332129074993,0.000891196746073764
-1.1634972374328452e-05,-9.025814358614857e-06,1.4429824504858234e-07,-4.6604683138394345e-06,-6.168220416106387e-06,0.0001506956870701286,0.0009115559245477178
-1.0281799921243409e-05,-8.235229041129041e-06,-4.694868837069073e-07,-4.109532577950316e-06,-6.133351244533413e-06,0.00014799156453752368,0.0009184242695310468
-7.050154979489801e-06,-7.999430498059094e-06,-2.4474184326228513e-08,-4.802142930848546e-06,-5.261583900922982e-06,0.00015081411756413837,0.000922096769996186
-5.530387079799034e-06,-8.523769028672257e-06,1.9214138718989894e-07,-5.568099459389281e-06,-5.211401445750401e-06,0.00015166265184610075,0.0009230419648469972
7.916294209638036e-06,-7.304728817986329e-06,-1.6565213644206583e-06,-5.724539843290544e-06,-3.0006207742212178e-06,0.0001536664295005196,0.0009353567881564293
2.0260713253205754e-05,-8.50631279250639e-06,-4.4044447357176375e-06,-6.9341549523173406e-06,-9.662569977187351e-07,0.00015642211541922407,0.0009488847752058355
1.976615206144838e-05,-1.198261200024513e-05,-5.695250490450392e-06,-7.521595788727021e-06,-6.571677114608633e-07,0.00016184014262139742,0.0009506467657080453
1.9899402127928836e-05,-1.1323225480689438e-05,-5.474274834594645e-06,-7.38989903636019e-06,4.3382363141586453e-07,0.00016347688525485563,0.0009573203894041128
2.0452476856589527e-05,-1.2020985973916729e-05,-5.282702822916489e-06,-6.495423496128537e-06,3.118792272054634e-06,0.00016758966804504612,0.0009671146095192754
2.1202768404471892e-05,-1.2620985889976134e-05,-6.027324689845128e-06,-6.447069648665638e-06,9.840206896695872e-07,0.00016935299322835996,0.0009712920323059977
2.1062527632795368e-05,-1.606671047182853e-05,-6.620446006159876e-06,-6.019523523070339e-06,-1.7769410801364964e-07,0.00017324966495639878,0.000978518615919888
2.161703559853375e-05,-1.4867006236658774e-05,-5.423542166262608e-06,-5.6839226090383554e-06,1.106834598340477e-06,0.00017580285578823368,0.0009840375127601953
2.1911338095934096e-05,-1.4513544074582223e-05,-4.839997522854384e-06,-6.567460951574158e-06,1.3553275793865451e-06,0.00017670516562034733,0.0009862722723200234
2.2634794193955053e-05,-1.4583648314418639e-05,-4.033172100027206e-06,-7.225099472917257e-06,1.7963824898402401e-06,0.00017864997373993918,0.0009902038705303232
2.2903816001584974e-05,-1.5702313871051406e-05,-4.161952731754265e-06,-6.403034637044964e-06,1.3226586977429257e-06,0.0001798415779016885,0.0009960790163722041
2.3096557916826193e-05,-1.6132905758560864e-05,-4.019695839338557e-06,-4.77169300213186e-06,1.9663339768091296e-06,0.00018237468305418698,0.0010004564873855868
2.3670794542465172e-05,-1.566883291563343e-05,-3.793525464778334e-06,-3.4066032054428756e-06,2.385899806404066e-06,0.00018307966569665822,0.0010026590359403765
2.4063434220243417e-05,-1.5239186223974837e-05,-1.4797159894988553e-06,-2.6857553320088675e-06,2.386870034881797e-06,0.00018291039261926728,0.0010069603950711404
2.416982887540317e-05,-1.4799937731995358e-05,-1.5067088076596737e-06,-2.2029697707713804e-06,2.6800232438433487e-06,0.00018333013549095328,0.0010074627297669402
2.456056116576892e-05,-1.4787182683933538e-05,-1.6389724197215055e-06,-2.110260011186092e-06,2.918124053912876e-06,0.00018352769287354685,0.001008239804754991
2.4623792008305366e-05,-1.491161088243443e-05,-1.723363524597194e-06,-1.974128655319064e-06,3.179418078798688e-06,0.00018384991258803054,0.0010092090814539257
2.4708400339706814e-05,-1.5372241175210944e-05,-1.9571389888598505e-06,-2.1582000409227578e-06,3.2142997845965746e-06,0.0001840689186909756,0.00100934239578976
2.510549731210261e-05,-1.5241480170401807e-05,-2.092722692691823e-06,-2.3427995229724586e-06,3.0942755165372263e-06,0.0001839392559630454,0.0010078810746610909
2.572078076807574e-05,-1.580269285393947e-05,-2.2123235315464975e-06,-2.435885393490669e-06,3.081199927983948e-06,0.00018409132920911946,0.0010048206929404982
2.6117560739335763e-05,-1.2440528694351552e-05,-1.770912835546886e-06,-3.3502776564716442e-06,2.8286691934219326e-06,0.00018374666022859796,0.0009980985967583812
2.642702998369906e-05,-7.841067930902292e-06,-4.029889417207436e-07,-3.269907389269626e-06,4.174796734718274e-06,0.00018353148595531274,0.00098794041932152
2.692024315802471e-05,-8.03136069244325e-06,-1.3276240139740645e-07,-4.092025447402708e-06,3.832936035868597e-06,0.00018289605932480854,0.0009845400110892201
2.7326547540552675e-05,-8.515223939599034e-06,-3.757199269323295e-09,-4.755280671781664e-06,4.768276980993896e-06,0.00018170311750577428,0.0009804160875166849
2.744721804575567e-05,-6.9193613096580924e-06,1.7620432085981516e-06,-5.37313797808458e-06,5.502547796298343e-06,0.0001782361800118771,0.0009731176112918983
3.09212206405774e-05,-8.33370849234036e-06,3.027135840939247e-06,-5.005820167634242e-06,4.52059547990554e-06,0.000171737662018326,0.0009677826824135669
3.255132005400606e-05,-8.453350444356075e-06,3.986606182079412e-06,-4.201099624094405e-06,3.381385393911783e-06,0.0001671553546111165,0.0009622195515606789
3.2243407644820266e-05,-5.5617328283193235e-06,6.0331483402064265e-06,-3.3891381996177873e-06,1.9985772631244317e-06,0.00016077519060815626,0.0009507336482383072
2.9039285118239847e-05,-3.955456154114117e-06,4.028157076652557e-06,-2.25776512352279e-06,1.2682001635284487e-06,0.0001591837180056839,0.0009470302953135352
2.846663452509345e-05,-2.532048175196014e-06,3.370397095401207e-06,-1.3079212799795398e-06,-1.0678411184318985e-06,0.000155404716675637,0.0009375158300108183
3.185601653919652e-05,-8.088818769877838e-07,4.002216139618598e-06,7.284165208645686e-08,-3.307947757881943e-06,0.0001480888960754236,0.0009263166269618863
2.8742152658465025e-05,2.067290864260554e-06,4.712204609870537e-06,3.471501750602589e-07,-3.911508042216099e-06,0.00014845022114915455,0.0009167322563187525
2.6922570967271314e-05,3.163358060477108e-06,5.569139395101144e-06,3.699924379314221e-07,-3.866465011726024e-06,0.0001478020118918519,0.0009065624933257785
2.677613567799189e-05,6.039607936688692e-06,6.771077582760834e-06,2.2464000721420123e-06,9.20765683558756e-07,0.000140098454844796,0.0008865006592687455
2.4623573871872936e-05,8.979907847384e-06,5.9018187699926445e-06,3.707562758606499e-06,3.3066884198662738e-06,0.00013832235152693679,0.0008678245312053713
2.861560117676218e-05,1.2657136728175095e-05,5.360642288422335e-06,2.796590277288762e-06,2.8971919691344554e-06,0.00014104568763601236,0.0008332702509908984
3.0262632590174395e-05,1.4417875645560707e-05,4.327760349528585e-06,2.2235323875434697e-06,3.226552265756972e-06,0.00013796577841583034,0.0008209489694122945
3.054589103889434e-05,1.4554664498729092e-05,2.9114258308001498e-06,-1.2333381378641625e-07,2.8875767210830396e-06,0.00013795490382247758,0.0008111253063018346
3.416280143985756e-05,3.1928195097596475e-05,-6.578588945898986e-06,-7.898100411371703e-06,-1.5758450296310114e-06,0.000141297499391252,0.0007749871395248986
3.394011526988862e-05,3.248634054464264e-05,-6.392997096016755e-06,-7.14426727771083e-06,-6.978948764911531e-07,0.0001397958227512978,0.0007663093150844148
3.20740445069303e-05,3.440145023622859e-05,-6.349873706114511e-06,-7.006579514580493e-06,4.304264963983698e-06,0.0001380789721074008,0.0007374874891395055
2.9815271604752206e-05,3.206430730185509e-05,-5.376461530141811e-06,-8.03144583363236e-06,6.713779425062851e-06,0.00014149125634416125,0.000726029727087965
2.6509481263578414e-05,2.933752646280947e-05,-2.5875903406335225e-07,-9.749745447961101e-06,1.1226813535839017e-05,0.00014547656357115184,0.0007077245540486783
2.468520470953644e-05,1.3204449366715853e-05,1.258185048641578e-05,-1.0288469016831222e-05,1.507582851818497e-05,0.00017802687633174203,0.0006432673606709268
2.434703441747883e-05,7.349638913720532e-06,1.9025031341884415e-05,-1.0088080875263167e-05,1.3812755341678913e-05,0.00018682105094633948,0.0006241223376475182
2.3978586351813233e-05,5.134839652786201e-06,2.7559931890321008e-05,-8.142121693393e-06,1.6746913948936692e-05,0.00019551173437570808,0.0005902832165404975
2.2389049233525994e-05,1.050271250341099e-06,3.6615513781632054e-05,-7.071669026868754e-06,1.854839322642686e-05,0.00019858575584434998,0.0005884724534239304
2.6602305536412472e-05,-4.2998273998614175e-08,3.786514253201145e-05,-1.656670497984809e-06,1.327326389000723e-05,0.00017892816390305505,0.0005367105606438369
2.680811910182527e-05,-2.1643603876688955e-06,4.1254908106627135e-05,2.837680579680723e-06,1.1441657777843432e-05,0.000178700084355811,0.0005260016781992093
2.3263233187794033e-05,-3.58048464630004e-06,4.85142045991451e-05,1.2396797309915401e-05,7.412496447089726e-06,0.00018499998855333908,0.0004857768656156835
2.1339702523738232e-05,-3.2458375814743543e-06,4.8447240830910944e-05,7.104109770710341e-06,5.942584459864052e-06,0.00018634320308160934,0.00047943543131464053
1.9654399713780773e-05,-1.4905135296819526e-06,4.278438894127224e-05,3.1513602059246097e-06,7.551855080029742e-06,0.000190996829692489,0.0004457447809628544
2.4424105289346393e-05,2.41727362163219e-06,1.6253875081311553e-05,6.637711519529712e-07,1.1562204755339908e-05,0.0001789089719223025,0.0004101062325781135
2.1531303933282843e-05,4.367499589957682e-06,1.4174554118303715e-05,-1.1024304808239406e-06,7.965662103820564e-06,0.0001626125595201212,0.00040011061894866263
2.2774709287032204e-05,6.712366536897528e-06,1.416765982844579e-05,-3.9061409023757465e-06,9.451826641998054e-06,0.0001456890996864832,0.00038759357998817537
2.4292674901300238e-05,9.17321272774469e-06,1.210876170941575e-05,-6.197451243931045e-06,1.1001262704670338e-05,0.00013812657060261247,0.0003739347363315021
2.4894710947876324e-05,9.021070486242576e-06,8.794007546352809e-06,-5.431306296816469e-06,1.2950467036058669e-05,0.00012418145827805318,0.00035793602640221824
3.086427191999103e-05,1.0213505618434684e-05,4.817388035301727e-06,-7.3252179520555015e-06,1.1089552258295e-05,0.00012193063976125032,0.000343219628092107
3.301476442404878e-05,1.6096848815018933e-07,-5.136500182835743e-07,-7.757314761950049e-06,7.849369235933e-06,0.00011194099716239611,0.00034318129986969984
3.517585903661215e-05,-1.9312094418885334e-06,5.318032104242395e-07,-1.0001567661254064e-05,8.713606936717914e-06,0.00010149496642718836,0.0003226163092255307
3.82127688681083e-05,-7.499492090435631e-07,1.5393588531586088e-06,-1.1626668363306157e-05,8.753332861325157e-06,9.898352323087743e-05,0.00031430073482554253
3.315322161506826e-05,5.207240916477335e-06,-9.619481668263974e-07,-7.533166396576189e-06,8.9553746425305e-06,0.0001035019120981466,0.00028535713302450273
3.554947349153292e-05,8.983897716275498e-06,-1.3738320491222372e-06,-5.206441128817851e-06,1.0487249848433642e-05,0.00011815509361358282,0.00026052432624144156
3.497816006506758e-05,6.164122000333662e-06,-5.228668976900742e-08,-7.111049643383985e-06,1.1216882346089275e-05,0.0001216783330797167,0.000237202273241944
3.537778503441048e-05,1.3418222436780138e-06,-6.36196412021988e-07,-5.143463915829151e-06,1.3723174786335872e-05,9.31185143738104e-05,0.0002318747982896165
4.026033874641708e-05,7.56015914335846e-07,3.9005612422741284e-07,-4.294230767496e-06,1.4380232739599214e-05,7.627114800073327e-05,0.0002435928736421791
4.350323269596975e-05,4.267530071738401e-06,5.07591048532847e-07,-1.35111933302251e-06,1.4322774080617596e-05,7.131149452151355e-05,0.00022655159798131732
4.975761036031987e-05,5.025795482965056e-06,-1.0884323041800191e-09,-1.2583006714477118e-07,1.3897944330827806e-05,6.557894542723241e-05,0.00020736972396476314
5.028105326161509e-05,7.273392751042689e-06,8.5209653056241e-07,2.483989065328889e-06,1.2582899690256983e-05,6.144545004874989e-05,0.00019000755305243492
5.1325371415748676e-05,6.006192976462782e-06,1.0733817937421446e-07,4.098916376122732e-06,1.2303447525706584e-05,5.955654704842919e-05,0.00017636195421148483
4.7858023308470505e-05,5.00952349821638e-06,-5.444781343621451e-07,6.119836356790496e-06,1.2996334442444088e-05,5.416263310267034e-05,0.00015705456182576742
4.537862958759856e-05,8.875332835005688e-06,-7.473070917915724e-07,7.540988393758958e-06,1.3561191252213832e-05,5.222788661390157e-05,0.00014733637947598002
4.1465917584653086e-05,1.398808147117891e-05,-2.568433565833605e-07,8.68476627212954e-06,1.4182360859682358e-05,4.658888618684988e-05,0.00013406993204875882
3.7969765574483564e-05,1.3306370124147828e-05,1.0754959619847236e-06,8.660382060739825e-06,1.394366340268884e-05,4.688177011561451e-05,0.0001246823204936782
3.66427107886896e-05,1.426159512913764e-05,2.2367148409340073e-06,8.956951133441376e-06,1.4105058001524673e-05,4.309339170784132e-05,0.00011185334613176886
3.5641503605466885e-05,1.3442720119352369e-05,3.792170924345164e-06,8.217757684925251e-06,1.3852377172746844e-05,3.862318397659956e-05,9.716005424989796e-05
2.4126353213438572e-05,4.435268307097942e-06,1.9271397663116932e-05,5.94826716623153e-06,1.3451186548214127e-05,3.690718038542976e-05,8.767678111647358e-05
1.9055850815772253e-05,-1.4748579744053988e-07,3.4542585343839956e-05,3.4885474295126075e-06,1.2559325245891212e-05,3.936463088599874e-05,8.830298047642873e-05
1.685856069221594e-05,-4.214835863701664e-07,4.214292839331171e-05,2.68643105126842e-06,1.324661193133383e-05,3.7546665836510164e-05,7.918005341506818e-05
1.3822243720151319e-05,7.519947060583449e-07,4.8929285366754964e-05,2.0571403097192116e-06,1.2743689259485324e-05,3.18742930038837e-05,6.723445470061562e-05
1.0524338537302334e-05,-2.740504637246914e-07,5.029860789542173e-05,1.4506197630785049e-06,1.2055023592935574e-05,2.7939678509783157e-05,6.158554989853659e-05
7.241516890065342e-06,-1.4386341222221136e-06,5.431010983544011e-05,1.8654861861131588e-06,1.1697700198591101e-05,1.9702535156287623e-05,5.7171053589059085e-05
4.704016971423809e-06,-1.959196669616836e-06,5.273253592350329e-05,2.5095684012477712e-06,1.0529528954677756e-05,1.731143525345551e-05,5.207187889864322e-05
8.558912072887284e-07,-2.5971957133158094e-06,5.633076490215235e-05,2.570225779135104e-06,9.47833932353203e-06,1.3388308735094196e-05,4.571676683277956e-05
-2.0819099740632457e-06,-9.415386962971047e-07,5.976051201302099e-05,2.6675258862044208e-06,1.1056891404214562e-05,6.728755232349843e-06,3.3382865201237694e-05
-3.1986844091848625e-06,-2.3985066726661195e-06,5.675144032010938e-05,2.8899978434974868e-06,1.0095660535351053e-05,1.9897276656062097e-06,3.055679911728752e-05
-4.065886207079109e-06,6.468191306618823e-07,5.11708312577338e-05,2.8932032919654514e-06,1.053996799437139e-05,-6.581903847911483e-07,2.3116355983805527e-05
-5.5982501630549555e-06,2.3571087320476738e-07,4.6534645599525824e-05,3.951669864592375e-06,1.1550261064967963e-05,-1.625044780548963e-05,3.066284496625535e-05
-3.7010836111427093e-06,1.8721087281926443e-07,4.4607857954524734e-05,4.151567271463034e-06,1.193617406260897e-05,-2.527247875521552e-05,3.523385327161193e-05
-3.8025912324656015e-06,1.487058571593627e-07,4.657984404374885e-05,3.9331043352285395e-06,1.0887624607263585e-05,-3.1952473056873094e-05,3.413555317927509e-05
-4.258875359286936e-06,-1.9433970521821762e-07,4.385978425198593e-05,3.5703480656113525e-06,1.102277824988261e-05,-4.2261030757440676e-05,3.651443632113652e-05
-5.0261333693197205e-06,-3.88426597719295e-07,4.470039811376545e-05,3.1056299613054868e-06,1.1632785892988464e-05,-4.9302894691531565e-05,3.689840842384742e-05
-4.822923169032933e-06,-4.728479463064946e-07,3.926958799860903e-05,2.2243768538811036e-06,1.093133592904305e-05,-4.959643156909872e-05,3.4823336302906837e-05
-3.817736364612583e-06,-5.041759074167684e-07,4.46135351752106e-05,2.383039308465456e-06,9.861680794451156e-06,-5.115921411187255e-05,2.092597217244322e-05
-3.7557231436155758e-06,4.7142043707294554e-07,5.249354089884029e-05,4.256856797210775e-06,9.85471959362703e-06,-5.513703335623003e-05,3.959319839764284e-06
-3.163183059486326e-06,3.741517966794166e-07,4.802468555792244e-05,4.320633516393604e-06,9.089900892460023e-06,-5.483333915420835e-05,3.535848502399723e-07
-2.3097992114833404e-06,-2.6038121783525557e-08,4.7173142401541504e-05,3.5682763061599952e-06,8.540352115295942e-06,-5.70071605230869e-05,-6.469005233309266e-06
-2.246456022535209e-06,-1.340357940105385e-07,3.810866253696283e-05,3.1901672680200626e-06,8.500028755076716e-06,-5.2029017560417726e-05,-9.099581449761957e-06
-1.6985877375578165e-06,-2.3194211757456368e-07,4.0936350150507556e-05,1.948330483582783e-06,8.700158575974507e-06,-5.470109174632622e-05,-1.7173449875272543e-05
-1.2612447395407777e-06,2.5468056180938204e-07,4.246347668384969e-05,1.358315674120036e-06,8.339169049486787e-06,-5.575418818247584e-05,-2.4317107980579533e-05
-5.699259308122617e-07,1.5661203212483554e-07,4.309028604558467e-05,1.1570917211493713e-06,8.680194497699103e-06,-5.667333873716989e-05,-3.09878185619067e-05
-9.237113074921085e-09,6.853270844849439e-07,4.2816930467322506e-05,1.4937863672641769e-06,8.537685578002129e-06,-5.83492964721922e-05,-3.6492094845139184e-05
9.037715187348671e-07,5.184850975680217e-07,4.33321320781968e-05,1.5599329304953086e-06,8.565110946797964e-06,-6.0779943400367946e-05,-4.351972143808853e-05
9.124204556263705e-07,4.13267756794945e-07,4.058114974667153e-05,1.193717716948961e-06,8.621178564705968e-06,-6.0904262331129894e-05,-4.567103750961532e-05
3.1554319905767536e-07,8.666392565855625e-08,4.0866397579365946e-05,5.429606060939716e-07,8.143666960475123e-06,-6.030397033148328e-05,-5.0484827539166255e-05
3.015020316099411e-08,1.676326775813665e-07,4.305416057250001e-05,4.2648942546152536e-07,8.009452911628685e-06,-6.176020720756837e-05,-5.635457751609566e-05
-2.7053682004255715e-07,-1.3098079000439195e-07,4.139214044058982e-05,2.733793059212335e-07,7.710101970878231e-06,-6.123531178285999e-05,-6.083902459114772e-05
-3.3666769190982683e-07,-2.6659979874500944e-07,4.107503092186954e-05,-3.259920486592444e-07,7.759710079233134e-06,-6.207658992316527e-05,-6.413912380528786e-05
-6.212551147806714e-07,-1.065658097851495e-07,4.3606502413485336e-05,2.684057883179023e-07,7.491614719711947e-06,-6.333416321438359e-05,-7.266477104922793e-05
-8.672649926121865e-07,-1.788160856470795e-08,4.412758000328401e-05,1.1720322484854463e-06,7.147581723485227e-06,-6.465128063394535e-05,-7.856433234012627e-05
-1.2416256607573684e-06,-1.8435435663893146e-07,4.25299443975472e-05,1.020721689289388e-06,6.952844765146622e-06,-6.475559357526923e-05,-8.096550285931282e-05
-1.6492361108400986e-06,3.230019631799641e-07,4.184805117124805e-05,2.670533063197769e-06,7.121742525859393e-06,-6.536827096404859e-05,-8.64760539152609e-05
-2.201584731616768e-06,1.3536287091840686e-06,3.819814274368118e-05,5.053193259114269e-06,7.319103985157787e-06,-6.615640536070447e-05,-9.150631087147982e-05
-2.7435630906671e-06,1.0820611703193051e-06,3.710417102465997e-05,5.814858885478123e-06,7.506573925566846e-06,-6.659386738623896e-05,-9.524380012911429e-05
-3.226249501898064e-06,8.788104321522504e-07,3.6130348925907124e-05,5.282435589275472e-06,7.344658932172209e-06,-6.704440612999892e-05,-9.73858305142729e-05
-3.309525496883496e-06,9.108616956136994e-07,3.5854338546999936e-05,5.356073158639691e-06,7.400501998428657e-06,-6.799919360335755e-05,-0.00010160995523276895
-3.5469781777046607e-06,1.2085213448317121e-06,3.4646097146729524e-05,5.542220950078893e-06,7.331340603039363e-06,-6.87768776600665e-05,-0.00010346788980690318
-3.743910703674888e-06,6.713762576156262e-07,3.4102966165034696e-05,5.3065226748553845e-06,7.441387754883568e-06,-6.97211859188776e-05,-0.00010663405516316304
-3.6167000568589844e-06,1.1965349408504133e-07,3.2893783700701216e-05,5.15005104338227e-06,7.379462852570239e-06,-6.997711615808102e-05,-0.00010876270047579164
-3.769176481111113e-06,-5.764704678481454e-07,3.219581657179043e-05,4.633549864888949e-06,7.36761256644232e-06,-7.044280287068355e-05,-0.00011027542811680477
-3.6581774921955978e-06,-4.705070968946406e-07,3.1288671939176374e-05,5.57076915570051e-06,7.263529677350916e-06,-7.158626081037421e-05,-0.000114781590972757
-3.455545076547482e-06,-5.203594579771219e-07,3.0719754216108196e-05,6.254132023669564e-06,7.3056127592780676e-06,-7.213122382334649e-05,-0.00011841260290784407
-3.464770669905799e-06,-6.320845277575838e-07,2.9736797085708853e-05,6.671211281645297e-06,7.257584232064662e-06,-7.301476239862398e-05,-0.00012041754060312507
-3.5078032184348355e-06,-7.951102917249957e-07,2.913627500676866e-05,6.267451825567134e-06,7.113830376566079e-06,-7.38802308072362e-05,-0.0001231379784914999
-3.4728303702541127e-06,-1.1474449985165982e-06,2.9044065478437798e-05,5.884843188565731e-06,7.120312387146681e-06,-7.440922749352318e-05,-0.00012476995045851527
-3.377195346650261e-06,-1.2623483078016017e-06,2.788567625856484e-05,5.597666876561296e-06,6.92171289554268e-06,-7.49753612318723e-05,-0.0001254337167443387
-2.7654225012569487e-06,-1.2330831560769252e-06,2.7878718963544152e-05,5.239156457724306e-06,6.9392869304865345e-06,-7.59612629290261e-05,-0.00012892762603205682
-2.590654863341499e-06,-1.309521095505666e-06,2.7782665615394683e-05,4.844057195301101e-06,6.946393339903372e-06,-7.655675139858629e-05,-0.00013083642105982533
-2.6525383589096406e-06,-1.6708026483367854e-06,2.752788546074878e-05,4.7840528412748215e-06,6.863740687630099e-06,-7.687096508029052e-05,-0.00013190493850211108
-2.2957813197350325e-06,-2.0857360259669194e-06,2.70424400367758e-05,4.284350642347111e-06,6.9063183788764985e-06,-7.776265195833913e-05,-0.0001334891720206201
-2.251692045424631e-06,-2.6447803339971964e-06,2.6901680305683554e-05,4.231299183766103e-06,6.9465125540967455e-06,-7.808342419292684e-05,-0.0001342764944045253
-2.3409663425838287e-06,-3.184079506097792e-06,2.6806869729546802e-05,4.278324565231576e-06,7.002204797375819e-06,-7.845828955076164e-05,-0.0001354509626260392
-2.553146837049405e-06,-3.488475332067333e-06,2.646102132664264e-05,4.175350226797462e-06,7.014027219124782e-06,-7.891995028788729e-05,-0.00013682905858222478
-2.799412943044972e-06,-3.801005826937816e-06,2.6018930804159244e-05,4.010237209411066e-06,7.007656488305544e-06,-7.908744784958136e-05,-0.0001373525234823096
-2.5731280191465093e-06,-4.195885591916256e-06,2.566236739496805e-05,3.1908353463315326e-06,7.261304358814473e-06,-7.910297959753861e-05,-0.00013814274615817787
-2.905372981072619e-06,-4.518177221545793e-06,2.5386352104149823e-05,2.779187921687914e-06,7.195419136517376e-06,-7.93374378286121e-05,-0.00013896687006445605
-2.981296242277736e-06,-4.848679917154938e-06,2.4962223444737484e-05,2.4398114307670642e-06,7.228994492215273e-06,-7.949873619187721e-05,-0.00013956254928307297
