F0,F1,F2,F3,F4,F5,F6
-1.2516950392130918e-05,-7.88664725880741e-07,1.7433605148358165e-05,-3.6229448640238827e-06,2.726109066636419e-06,-9.555052452737555e-05,-0.00031255419530557894
-1.1621897415409294e-05,-6.186770256216459e-07,1.748892271415492e-05,-3.505110758543891e-06,3.4281408477770217e-06,-9.474108378207662e-05,-0.0003111238601802737
-1.0381955579199635e-05,-5.103185215207895e-07,1.7479938640700393e-05,-3.4075485598821573e-06,3.936885183509334e-06,-9.559281648172792e-05,-0.0003059444169485359
-9.997372881562988e-06,-1.0963976628951931e-06,1.7710167725859394e-05,-3.232315075504683e-06,4.3649293165895065e-06,-9.807722665348032e-05,-0.0002989053503689975
-9.201117929866622e-06,-6.530970961134575e-07,1.768987033661641e-05,-3.089000194311787e-06,4.8812763353501655e-06,-9.657010002674515e-05,-0.00029698806369158996
-9.07820363140464e-06,-2.2997205379516125e-07,1.7713592790471425e-05,-2.9146844648611193e-06,4.459426705471917e-06,-0.00010240087663617912,-0.00028535951497636516
-8.32488286470409e-06,6.781774129712124e-07,1.763849713146717e-05,-2.771208647146375e-06,4.140948727013624e-06,-0.00010143039517124457,-0.00028211803552168356
-7.555338317140873e-06,1.7154451965704582e-06,1.727101524572463e-05,-2.263902065183096e-06,4.236138125623503e-06,-9.927088778239557e-05,-0.00028195936933652455
-7.379966363689806e-06,1.386790636266584e-06,1.689455098269303e-05,-1.5259166096903806e-06,3.0244237067192792e-06,-0.00010225284004136103,-0.0002712606079109373
-7.261059311535613e-06,1.5228300257825282e-06,1.6549411882079892e-05,-1.5002587092755924e-06,2.1514688022043723e-06,-0.00010286557115095793,-0.0002665103871382993
-8.757145246239245e-06,2.810663457303576e-08,1.5173062264161341e-05,-9.226400951258234e-07,-1.2304559108226497e-06,-0.00010247409959600997,-0.00024860706031721756
-9.055098178743327e-06,6.872208905597624e-07,1.4721905202039446e-05,-4.20257656540153e-07,-7.579481219349115e-07,-0.00010180575396070239,-0.00024573696710802727
-8.899239842161806e-06,4.1365806924026253e-07,1.4355307401040722e-05,-2.8625316540263574e-07,-1.041489246852461e-07,-0.00010084329172855814,-0.00024281626407615496
-9.487585447219807e-06,-5.235071451298715e-07,1.3576033439723669e-05,3.2261844840050465e-07,5.5935060481883384e-06,-9.993158907447198e-05,-0.00023631304186950557
-8.987294470577207e-06,-5.365347174393688e-07,1.3716856445464473e-05,1.604926530133477e-07,5.8593086039969535e-06,-9.983758423319394e-05,-0.00023331214321461045
-7.937555783270696e-06,5.830493479922483e-07,1.3994184753928367e-05,-6.754571341839664e-07,5.5720990957800066e-06,-0.00010034478503127768,-0.0002293217675156482
-6.981669549324014e-06,1.9155394516064787e-06,1.4173146664871198e-05,-1.6221836999241885e-06,5.523990152131497e-06,-0.00010063579246087854,-0.00022730992949182655
-8.346318794921447e-06,1.8732703400849224e-06,1.277992891357739e-05,-1.8065628456639404e-06,5.255934800503047e-06,-9.830196060542445e-05,-0.00022061452407483274
-8.430616687232334e-06,3.237365915755084e-06,1.2532026762912199e-05,-1.6732766306507388e-06,5.7208073054060685e-06,-9.76063582907606e-05,-0.00021836018064210578
-1.2035204802270274e-05,9.135652343897859e-07,1.1538811136402285e-05,-1.9899005835204127e-06,5.2918994557618624e-06,-9.387426981780504e-05,-0.00020913846622296715
-1.2979961062113312e-05,1.0968017573298833e-06,1.189237542335426e-05,-1.800607044835993e-06,6.081580821230206e-06,-9.337209042758777e-05,-0.0002067083317340554
-1.2379974517120342e-05,-1.5415853746435456e-07,1.175832337137627e-05,-1.2239837352267029e-06,6.501399224592412e-06,-9.275097420739228e-05,-0.00020352086386544131
-1.2879528913971704e-05,-3.288442498974085e-07,1.1385407532840463e-05,1.694207793031924e-07,6.5062145307030505e-06,-9.148164335283033e-05,-0.0001995745919261579
-1.2390177188499331e-05,-5.161439637222459e-07,1.1516097606224709e-05,1.0697206821230126e-06,7.049481108266026e-06,-9.092645517431736e-05,-0.00019628608867008462
-1.1802814032869662e-05,-6.559427788299973e-07,1.1834643139463202e-05,1.8684203944586089e-06,7.231000720568087e-06,-9.033900158708591e-05,-0.0001934265381223813
-1.2041693369940416e-05,-2.9724661484538826e-08,1.2754184001527233e-05,2.0204101927560886e-06,6.960189540176611e-06,-8.892674714512182e-05,-0.00018994685082459145
-1.1859892652488086e-05,6.241134869738789e-07,1.3225698441441484e-05,1.8622793700614673e-06,6.851706420037885e-06,-8.821774446977771e-05,-0.00018733305952959537
-1.1605395569324009e-05,9.951376069502272e-07,1.3913214803815968e-05,1.114773482294916e-06,6.442030404199711e-06,-8.735941635152871e-05,-0.00018351724330975235
-1.0956532883350786e-05,9.949980029450833e-07,1.4706524900633703e-05,1.1307343141950181e-06,6.625766927284336e-06,-8.696591463907232e-05,-0.00018006247555598135
-1.0672267286261606e-05,1.2483750602080986e-06,1.6112273144864102e-05,8.232470770113241e-07,6.672243665224651e-06,-8.623136208495879e-05,-0.00017725274184276528
-1.1273850182993046e-05,1.4326116988519683e-06,1.7633430595862757e-05,2.847419359933292e-07,6.620672343035585e-06,-8.51596615990703e-05,-0.0001734915103916899
-1.1333504185090573e-05,1.3557287759426603e-06,1.8325542886859523e-05,4.862337736139604e-07,6.945343008363134e-06,-8.43775671941828e-05,-0.0001696086759988494
-1.10866125405498e-05,4.436128022312755e-07,1.98783097711441e-05,-2.4635057783316575e-07,7.009273156998723e-06,-8.341141007074372e-05,-0.0001656503881412559
-1.0054916348211907e-05,-1.2950558038737344e-08,2.033035647484465e-05,2.605942709274113e-07,7.286339769802935e-06,-8.231555821149782e-05,-0.00016226076433116968
-9.789610230714362e-06,-4.457776310666e-07,2.0433045277733615e-05,7.209024535364393e-07,7.590650742964481e-06,-8.143360047857687e-05,-0.00015861584240055307
-9.372795349867896e-06,-6.315533306111547e-07,2.112467354812288e-05,1.1114190572037665e-06,7.872386762412002e-06,-8.088536760881906e-05,-0.000155795662011783
-8.220257446474228e-06,-9.883362289212672e-07,2.1490773050837976e-05,1.0532072606984306e-06,7.726225537300684e-06,-8.052655734244561e-05,-0.00015194862043100383
-6.537365835195578e-06,-1.7919552202391737e-06,2.0918695752637468e-05,1.463301211243588e-06,7.87157334891798e-06,-7.924068269266791e-05,-0.0001468004654980318
-4.722692003900447e-06,-2.1534871840450417e-06,2.1463630067030187e-05,1.315083614968883e-06,7.740455316868092e-06,-7.848913085655713e-05,-0.00014260742455436847
-3.220192531080666e-06,-2.1358627102494595e-06,2.208283020502555e-05,1.175157082908773e-06,7.878696428516333e-06,-7.744349463932841e-05,-0.00013819736610246137
-2.251438224307663e-06,-2.0407568827435968e-06,2.033900507615516e-05,1.3878952855183706e-06,7.758884293223188e-06,-7.67596499628197e-05,-0.00013339083851835953
-2.6208157096126895e-06,-2.0780962670321214e-06,2.104238086666389e-05,1.7493255454173447e-06,8.000866736847246e-06,-7.523370560635843e-05,-0.0001285335211659198
-2.4751579454296078e-06,-1.9872208746181095e-06,2.1511150259091903e-05,7.10201278946844e-07,8.091580315766211e-06,-7.41287435675951e-05,-0.00012382537506615458
-4.9617538973511015e-06,-1.7320416830041566e-06,2.3062925879116015e-05,-7.280423931934188e-07,8.16584852418335e-06,-7.234357985089616e-05,-0.00011672025551217887
-5.049677093874652e-06,-1.4101349623694178e-06,2.374073861905e-05,-4.4850413443143e-07,8.2183512233638e-06,-7.177586643835354e-05,-0.00011340180614670882
-5.133400274381063e-06,-1.1701242610562155e-06,2.4155825047751345e-05,2.580147044598554e-07,8.336034557614824e-06,-7.09165218450654e-05,-0.00010986672686264822
-5.749469846457746e-06,-8.70949724116289e-07,2.4724765085194342e-05,5.522244558498595e-07,8.441972126043342e-06,-7.015616866601651e-05,-0.00010552927236382085
-6.6360008323507895e-06,-6.753620315511904e-07,2.5703368994662504e-05,1.4510444122056775e-06,8.414298669193897e-06,-6.915797080262839e-05,-9.968627734285493e-05
-9.023341233508802e-06,-3.665024445926946e-07,2.895309610794057e-05,4.301252504628715e-07,8.297272622767359e-06,-6.852281566610991e-05,-9.49047335702837e-05
-9.162680274940872e-06,-2.5212899855761655e-07,2.9304665612106826e-05,6.528419554509824e-07,8.333302866041047e-06,-6.820464309276724e-05,-8.961825700065659e-05
-9.551763131237466e-06,-3.75466525680386e-07,2.8934929754022606e-05,1.597641609262324e-07,8.483672317549096e-06,-6.673564153534366e-05,-8.342572730689226e-05
-1.0020511793308734e-05,-1.018181458841223e-06,2.69750338921759e-05,5.9052366067077514e-08,8.474563275866212e-06,-6.533476524888682e-05,-7.54320899663941e-05
-9.045032151085514e-06,-3.662907734645186e-07,2.6812488237191856e-05,5.427521607159333e-07,8.58642031806685e-06,-6.511643601577574e-05,-7.0354134042306e-05
-8.532610800953524e-06,-4.931177944957331e-07,2.4636392313480282e-05,6.273626668222684e-07,8.479959821115458e-06,-6.336507228137191e-05,-6.476314619125603e-05
-7.2454382725526535e-06,-1.0301541778308834e-06,2.4223860985499467e-05,8.096501505392629e-07,8.539552078905052e-06,-6.32008199808633e-05,-5.9063549717023875e-05
-6.132380004201918e-06,-1.0873403745548532e-06,2.432731367163337e-05,1.1070497986149707e-06,8.688808547878318e-06,-6.230392255612224e-05,-5.4906428016574114e-05
-4.649754402116106e-06,-1.4607410743397053e-06,2.7213052671463936e-05,1.3020695438280979e-06,8.743235558287598e-06,-6.275535933381862e-05,-5.2919401896631297e-05
-3.3811122062223865e-06,-3.2641103590670645e-06,2.603014048591259e-05,3.54176055775567e-07,8.133192432676881e-06,-5.943140764663527e-05,-4.3401111029098316e-05
-3.5645692559534335e-06,-4.0504531009017124e-06,2.540163125727913e-05,2.2675971903136983e-07,8.419610332367274e-06,-5.8524309525794824e-05,-3.94422350260194e-05
-3.1366681095011405e-06,-4.212381541781892e-06,2.580910097672268e-05,2.386942014636976e-07,8.429573472731796e-06,-5.727156355296522e-05,-3.503365437999878e-05
-3.0078630479196626e-06,-4.879964268397684e-06,2.266988660700086e-05,1.415235436021208e-07,8.15488024940653e-06,-5.4929026134263064e-05,-2.6343002549424872e-05
-3.1580990318738185e-06,-4.977488966298451e-06,1.8653267385270093e-05,4.6164488267681244e-07,7.987778102541487e-06,-5.273283328792583e-05,-1.8957834684386978e-05
-2.7776829332864864e-06,-4.65920579019818e-06,2.0309189757875725e-05,7.624379176552185e-07,7.912169942185974e-06,-5.286254095923003e-05,-1.5791266868331983e-05
-2.4904642378750696e-06,-3.996997411914621e-06,2.039789530658434e-05,1.5587829462162305e-06,8.042538671393026e-06,-5.2650060961010544e-05,-1.0515259913389924e-05
-1.6294859751177292e-06,-3.2245581727998108e-06,3.1599040344913323e-05,2.4292254666289756e-06,8.315736451779984e-06,-5.832184852063252e-05,-1.2398341861436314e-05
-2.0521752802410695e-06,-3.0792996250214936e-06,3.15162321193269e-05,3.3593949092128658e-06,8.556585056825564e-06,-5.7742886851281245e-05,-9.08808259548536e-06
-2.234998649383458e-06,-2.7814398209939108e-06,3.460673747259399e-05,3.999953650538653e-06,8.621668567245053e-06,-5.7359727567228366e-05,-5.502425919435401e-06
-4.590670491707235e-06,-5.060819288909337e-06,3.031177193589533e-05,7.106678217950613e-07,9.434736458586944e-06,-5.5013056360139276e-05,9.617137657814512e-06
-4.923149676827884e-06,-5.3363801707613235e-06,2.2574817310632826e-05,4.999639630220195e-08,9.856373768191152e-06,-5.332635161858438e-05,1.9351128391049828e-05
-4.634218975374741e-06,-5.22944801148114e-06,2.4040893423408053e-05,2.8294829117069077e-07,1.0608568488074148e-05,-5.2429023966268845e-05,2.2020048483807754e-05
-4.133801266684624e-06,-5.059295366313239e-06,2.5969731695032805e-05,6.297647102155577e-07,1.0891045444224031e-05,-5.33265259899518e-05,2.573884850681337e-05
-4.254141627928541e-06,-4.1172882840343995e-06,2.8717527909934198e-05,1.1302678292151524e-06,1.0368252445076858e-05,-5.515268509612871e-05,3.141783455720257e-05
-3.880626174066632e-06,-4.158863088352072e-06,3.0135380197873613e-05,1.035074568076317e-06,1.0602609810143924e-05,-5.496642280640487e-05,3.6082615226066074e-05
-3.776585463336059e-06,-4.37239585755976e-06,2.793131471831011e-05,6.120894634335825e-07,1.0750955419256038e-05,-4.912552878591459e-05,3.864325157248076e-05
-3.862145389460667e-06,-3.6020732029161413e-06,2.9678116500902596e-05,1.4237560061869233e-06,1.078623569576264e-05,-4.641004513179639e-05,4.026592325465682e-05
-3.880523262935762e-06,-3.976613670439154e-06,2.8910198215804125e-05,2.2068403689717718e-06,1.0347469281276481e-05,-3.3864084231274035e-05,3.51264810319326e-05
-4.5837637931432395e-06,-4.837073790204111e-06,2.9332985280282146e-05,1.8890490508066732e-06,1.0006349071458632e-05,-2.6941662977563885e-05,3.6257218225032854e-05
-5.049618402858185e-06,-5.539597816546925e-06,3.167033825998392e-05,1.5360212691476706e-06,8.593057796171063e-06,-1.6795124030749095e-05,3.484135732485266e-05
-4.308542541732574e-06,-7.468782415403073e-06,3.612070600088327e-05,1.1365304603560969e-06,7.828835343133107e-06,-1.318430584117385e-05,3.692199339393899e-05
-4.334418060284199e-06,-6.654835053647906e-06,3.858442603405684e-05,5.67839130545365e-07,7.91509247874628e-06,-5.534517686219675e-07,2.8561781639207108e-05
-4.559940653445542e-06,-8.109767178826985e-06,3.9747704195518904e-05,4.968071556627139e-07,8.003572080820708e-06,1.425295587661698e-06,3.383942987927636e-05
-5.153810996824181e-06,-1.0164775929309413e-05,3.8826895554592056e-05,5.078388327737701e-07,7.11391098477833e-06,5.515815647807001e-06,3.896056030618416e-05
-5.015435871323078e-06,-9.728616154183435e-06,3.344992792910555e-05,8.265314712853236e-07,7.367115529477755e-06,9.54232251505419e-06,4.6594588980587136e-05
-5.6245989026048806e-06,-8.53027591457202e-06,4.192211344931266e-05,1.2157102128778858e-06,8.125411848586897e-06,8.955788425677838e-06,4.5242285280724084e-05
-5.979592163906876e-06,-7.596272361376387e-06,4.1600635636852e-05,1.5635057666995672e-06,9.032445548687606e-06,1.001985900464533e-05,4.9932519635067217e-05
-6.729037825118677e-06,-7.3179675018415575e-06,3.910881401369902e-05,1.6830856688547949e-06,9.61293575702066e-06,1.2840349593616931e-05,5.667825469377085e-05
-6.9049104691834e-06,-6.889266673190468e-06,4.104173569386635e-05,1.7824113686154514e-06,1.0543053766272198e-05,1.431860938159455e-05,6.120480133202757e-05
-7.184483358220261e-06,-5.943996829958728e-06,3.970678860445466e-05,2.248907015955305e-06,1.124440301230717e-05,1.5637821917447374e-05,6.585366070468521e-05
-8.431592507226013e-06,-5.996827055352196e-06,3.814944951399093e-05,1.9056127940499369e-06,1.074836276968686e-05,1.9573108898778897e-05,7.527165331941191e-05
-8.15810663413247e-06,-6.108116375690945e-06,3.816584720432979e-05,2.0019635064962995e-06,1.133189545529839e-05,2.1714425060650563e-05,8.015852618305741e-05
-8.629649718181775e-06,-5.9367331660502965e-06,3.609587491114736e-05,2.196011928087364e-06,1.122537954708711e-05,2.4196931006949082e-05,8.896861989096726e-05
-8.392669408930548e-06,-5.259779603322011e-06,3.5653997033166754e-05,2.6908887029914e-06,1.1422654559319598e-05,2.5951373347523662e-05,9.495996976925493e-05
-1.0166624442771537e-05,-5.081207664678852e-06,3.235790163605599e-05,3.910635665250607e-06,1.0981409894769374e-05,2.8436703379908625e-05,0.00010444428259813676
-1.0034829831212049e-05,-4.476943241670619e-06,3.169311327487892e-05,4.347340457675584e-06,1.0799581319002448e-05,3.180521517203722e-05,0.00010931295724929085
-1.0794640441695579e-05,-4.1630131860487755e-06,3.0512849303184077e-05,5.065171788355179e-06,1.0639409215931788e-05,3.501303240041373e-05,0.00011516029198653108
-1.0717995838594867e-05,-2.862829924041005e-06,2.946011063907787e-05,5.567882219233909e-06,1.110749311990173e-05,3.734269815614467e-05,0.00012019907602828663
-1.2110201468648074e-05,-2.6115491306939665e-06,2.8198437739621027e-05,7.053716236373034e-06,1.0783107292403306e-05,4.09404002044196e-05,0.00012898585685986689
-1.3733749779432023e-05,-2.647080962062083e-06,2.91436809247575e-05,5.853246453176285e-06,1.0384727021627117e-05,4.317349486798489e-05,0.0001370354492072874
-1.4359180964830832e-05,-2.0538141158563408e-06,2.973431014388356e-05,6.177881691116393e-06,1.0563444072052583e-05,4.5347817801119614e-05,0.00014324930910585075
-1.5521776134768355e-05,-1.2382474130416058e-06,2.8249874433639155e-05,6.5376932940267075e-06,1.1085651792409562e-05,5.16484549205385e-05,0.0001499514501738643
-1.4846791820131052e-05,-1.450969379171482e-06,2.695003461965383e-05,7.205086896907366e-06,1.1753925384496552e-05,5.404323660312477e-05,0.00015920524542845245
-1.5314727248653052e-05,-1.1557359583489458e-06,2.4428549754734476e-05,9.150323916781417e-06,1.1912660475485346e-05,5.731362160207007e-05,0.00016954507519126235
-1.5401020146987774e-05,-1.2246821835883037e-06,2.0885541831966055e-05,9.408262448951408e-06,1.1522907859321127e-05,5.997924015830644e-05,0.00017861951776536317
-1.4775283002974679e-05,-1.8087990214519175e-07,1.9495532881304514e-05,8.799208099105759e-06,1.1999330931683883e-05,6.160554796870709e-05,0.00018664964409098594
-1.5329553696436447e-05,-3.615872347575788e-07,1.813954328148495e-05,9.378821844190911e-06,1.1412848888712635e-05,6.56820509823485e-05,0.0001984776436677945
-1.498017951202198e-05,-6.071802156951116e-07,1.4699206135096305e-05,1.2170693465401554e-05,1.2231645148157174e-05,6.930144286415563e-05,0.00021028747318157696
-1.5823894291912334e-05,-3.419665461393978e-07,1.1726345354296793e-05,1.338166005855858e-05,1.2452916605383622e-05,6.470969947999852e-05,0.0002360450070731452
-1.4599885420348221e-05,1.3999329302348896e-06,1.2492921044801905e-05,8.540271446732868e-06,1.2607630687055823e-05,6.605417237121203e-05,0.0002407280580069752
-1.5080780195004953e-05,1.781793959197622e-06,1.0894393306481487e-05,4.692907861547524e-06,1.321461251196969e-05,6.718658773333253e-05,0.0002491635858891345
