F0,F1,F2,F3,F4,F5,F6
-6.868467980418906e-06,-1.6864661702941828e-06,3.6876245384511394e-06,-2.3607343967635637e-05,-2.3811650025512972e-05,-0.00014044595719202684,-0.0003328575114692307
-6.952083272101145e-06,-1.5677017330336728e-06,3.517953769390242e-06,-2.3543763165192338e-05,-2.3720752612180954e-05,-0.00014007756372762467,-0.00033086586152592326
-7.103041299086711e-06,-1.74584286544324e-06,3.665993912633152e-06,-2.356682787893383e-05,-2.2616676159955678e-05,-0.00013992887899289086,-0.000329531165649658
-6.614948740673487e-06,-1.7380298071888222e-06,3.7008084807310805e-06,-2.352695979007828e-05,-2.2286620308997686e-05,-0.0001395498723099385,-0.0003277274831238556
-6.2095442868153865e-06,-1.975958985602917e-06,3.9764532218020364e-06,-2.3654029291245662e-05,-2.1863846740720383e-05,-0.00013907939481720626,-0.0003264134513668812
-6.098657141702137e-06,-1.8625662609925623e-06,4.1260790477468206e-06,-2.3643582364562133e-05,-2.1438051403278024e-05,-0.00013834082477075482,-0.000325002169373128
-5.9747389418050195e-06,-1.8858009755131964e-06,4.23903683380172e-06,-2.3554998324689862e-05,-2.0817874774482046e-05,-0.00013804156615269622,-0.00032422716326462
-5.532003811233047e-06,-1.6834079108863064e-06,4.3369562471189915e-06,-2.3546688827305438e-05,-1.9855074522136125e-05,-0.00013776450230755524,-0.00032374505113467094
-6.347013407260834e-06,-1.742372439088717e-06,4.032385718087187e-06,-2.3512838134253015e-05,-1.914175794762229e-05,-0.00013742659566248985,-0.000319691580394044
-6.8755792500120785e-06,-1.3486240204073189e-06,2.9644983536283972e-06,-2.349495632451682e-05,-1.8781413128880886e-05,-0.00013709195207774536,-0.00031693507915206827
-6.773201202570599e-06,-8.741190810670259e-07,3.079808589000241e-06,-2.3603859051219924e-05,-1.75517110575685e-05,-0.00013602868367889248,-0.0003159780067843472
-6.760165555081272e-06,-3.8643239281339377e-07,3.209656614896615e-06,-2.3595270756172017e-05,-1.6575486987649997e-05,-0.00013512143509161138,-0.0003150939714315631
-7.582100702262017e-06,-1.7231011369368028e-07,2.4378922033490044e-06,-2.366299837133512e-05,-1.5639741859103625e-05,-0.0001337440058203405,-0.0003114365076032776
-7.902269763341756e-06,-8.525682853882955e-08,2.5381804521725926e-06,-2.350492389763008e-05,-1.4135769719722424e-05,-0.00013312514941066076,-0.00031177358309894646
-8.256722980664836e-06,7.493171951729627e-08,2.8876146984535402e-06,-2.342670884813435e-05,-1.3383617787368768e-05,-0.00013226415510168865,-0.0003089934473001208
-8.159473283932237e-06,1.9177841481872196e-07,2.803889557355186e-06,-2.344470295564302e-05,-1.2602137078987297e-05,-0.0001313557300725029,-0.0003077623968477844
-7.983955135489176e-06,1.587213189620644e-07,2.8735545040405517e-06,-2.3346298436421344e-05,-1.1185990756664801e-05,-0.00013060192335027012,-0.00030766421374416617
-1.098869376535012e-05,-1.38143600378963e-08,3.0994129773064128e-06,-2.2918517483581143e-05,-1.0667609104453186e-05,-0.00012980692619346534,-0.0003006876243370997
-1.0930153770917739e-05,2.2607614572704802e-07,3.662905953631198e-06,-2.2832319645277563e-05,-1.03545232316995e-05,-0.00012933874627663866,-0.0002997070114415055
-1.0533017597398267e-05,2.9297680292604493e-07,3.6705522859311773e-06,-2.2958018851189286e-05,-9.788014577214454e-06,-0.0001291363849014986,-0.00029656486542823925
-1.418209583079713e-05,9.135493515877738e-07,4.038027365231575e-06,-2.2785014638728187e-05,-9.975544958598028e-06,-0.00012804865081356219,-0.00028412670940847543
-1.3196618887500308e-05,1.2550012173898746e-06,4.6651104452085794e-06,-2.2759156607320092e-05,-9.691708395817811e-06,-0.00012700992731299988,-0.0002814991393923039
-1.1879707438624963e-05,1.680886287975706e-06,5.263185375625803e-06,-2.2492634959247908e-05,-1.0550143728073709e-05,-0.00012619225251600275,-0.0002800991052883279
-1.0923815296231374e-05,1.907917422576898e-06,5.9125908826268185e-06,-2.2480965798854453e-05,-1.0485789858462282e-05,-0.00012649915386976068,-0.0002785938890819011
-9.981088877609387e-06,2.02050609637615e-06,6.066973177024616e-06,-2.2361318581148405e-05,-9.290943401256218e-06,-0.00012563466964980778,-0.0002767425643635837
-9.245426741101607e-06,1.681692569944961e-06,5.577085160975155e-06,-2.2292796607037546e-05,-8.08591631645917e-06,-0.00013069178825840332,-0.0002685362887412576
-9.853900380423026e-06,2.3524052514140824e-06,5.346012894144264e-06,-2.2951367277196616e-05,-7.534669213493171e-06,-0.00013153114853487556,-0.00026011077167291397
-8.8013143687308e-06,2.657103125523515e-06,4.1452485593655635e-06,-2.303619313777415e-05,-6.048044879688823e-06,-0.00013842408935441504,-0.00024870581554428266
-7.932699713473887e-06,2.7628453805785315e-06,4.4389236977244705e-06,-2.2770201135182193e-05,-5.1287079074624416e-06,-0.00013738373873131316,-0.0002472728605242021
-7.219061114874397e-06,3.1438258909955542e-06,4.526451179488475e-06,-2.264993052234817e-05,-4.6370883903130164e-06,-0.00013804671364960877,-0.00024280392232667306
-7.0833336124120095e-06,2.796055615786836e-06,4.782210131179629e-06,-2.226197380092371e-05,-4.318260405314061e-06,-0.00014075943569063427,-0.00023629503450434272
-6.5508965195362015e-06,3.0942587507369744e-06,4.925972596521328e-06,-2.204420514374858e-05,-3.957021599845431e-06,-0.0001391817779827001,-0.0002344127690347534
-6.394829849195911e-06,3.521885406120189e-06,4.886441843851726e-06,-2.1719614982562904e-05,-3.8588305887094145e-06,-0.00014515555825542269,-0.00022295926584074151
-5.896456691427403e-06,3.849161511009924e-06,4.917433972887421e-06,-2.1483726183552382e-05,-3.783832047094981e-06,-0.000144493059896908,-0.00022003595959824217
-5.135187714276824e-06,3.803771305922117e-06,4.8090781729801826e-06,-2.1027017061142193e-05,-3.703964506607566e-06,-0.0001424812417924548,-0.00021892521067107707
-5.185476994501891e-06,2.9090908535846513e-06,4.685684436154818e-06,-2.0552452292483576e-05,-4.047419294639469e-06,-0.00014540266869001906,-0.00020947653028475157
-5.127378305373533e-06,2.768961270528211e-06,4.8584962650355555e-06,-2.0229182459269277e-05,-4.3322650175165855e-06,-0.00014556448181186543,-0.00020486392220819385
-7.484724711243415e-06,1.1568209800607767e-07,4.087956832305503e-06,-2.0328358106443217e-05,-6.687281253216288e-06,-0.00014568016592108083,-0.00018864621453831406
-7.513559994806923e-06,2.4930631258821146e-07,4.249571361412148e-06,-1.9666389790481503e-05,-6.117145392851108e-06,-0.0001448634786800513,-0.00018619474274912892
-7.212062128126156e-06,3.1405117003307493e-07,4.455228525425668e-06,-1.9119397034406804e-05,-5.368562233050151e-06,-0.00014369732762157814,-0.00018344170294494743
-7.189406552547414e-06,-9.063522974364893e-07,4.260042082150784e-06,-1.8597759022089055e-05,-1.4161201440404908e-06,-0.00014243802530456554,-0.00017864215102811863
-6.663559770517921e-06,-9.373292419093831e-07,4.495582277351646e-06,-1.8365027969362125e-05,-7.832011261051629e-07,-0.00014180498199345678,-0.0001762912544426469
-5.892588537684217e-06,-8.051036588599339e-07,4.698811821999283e-06,-1.863519698377169e-05,-8.773639648794057e-07,-0.00014172217765670144,-0.0001737894866200847
-4.963437796988337e-06,-3.395723781489943e-07,5.141838716276338e-06,-1.8822267880453226e-05,-5.673587994335913e-07,-0.0001411420488344916,-0.00017197359196007508
-6.132928919443391e-06,-1.790906846319814e-07,4.658661002421879e-06,-1.8931357156796738e-05,-8.175072930620831e-07,-0.00013900080324998735,-0.00016594007929848632
-5.953989747270293e-06,5.891407367540921e-07,4.772066043808008e-06,-1.877012170631808e-05,-3.6842983507086014e-07,-0.00013791550540009193,-0.00016410626569180004
-8.758044149957653e-06,-6.947876898967533e-07,4.4748309928679704e-06,-1.897834756394467e-05,-4.5955746907849015e-07,-0.00013486565778725548,-0.0001569315419327271
-9.291201565683776e-06,-5.111602395669162e-07,4.900212418356477e-06,-1.8844527629461272e-05,1.1784543776794158e-07,-0.00013410739845420822,-0.00015504354223386425
-8.44989312129864e-06,-1.35523856486356e-06,4.911309537743618e-06,-1.820726639528357e-05,6.555544230267012e-07,-0.00013291603703880544,-0.00015325486777384756
-8.841407335592313e-06,-1.4670232841319127e-06,4.892073394865961e-06,-1.7275595781123868e-05,9.020073333353212e-07,-0.00013176360804509932,-0.00014976288521557983
-8.49562905999883e-06,-1.3306097210017572e-06,5.184518431620304e-06,-1.6548075127089582e-05,1.4492022886380634e-06,-0.00013082590766368994,-0.00014755993808180547
-7.686176356055804e-06,-1.1776467589297298e-06,5.511649032510968e-06,-1.5631650816168044e-05,1.8825112601045895e-06,-0.00012973390907990485,-0.00014530121621488348
-8.245439345692932e-06,-8.71055656311681e-07,6.003238837067015e-06,-1.54676089506399e-05,1.67306035844856e-06,-0.00012807001502839643,-0.000142121952481135
-8.132497084567856e-06,-4.989256288590228e-07,6.2701559792153185e-06,-1.5251259054885406e-05,1.7706092575243312e-06,-0.0001270769691175948,-0.00013993088661749462
-8.071868751406165e-06,-3.989834812655155e-07,6.707505027868383e-06,-1.5667511780711272e-05,1.4754842801878827e-06,-0.00012570145397227227,-0.00013657627692239893
-7.407009970543229e-06,-2.721971432585967e-07,6.993046941892015e-06,-1.5478883222619854e-05,1.7554017107428456e-06,-0.00012478530628708552,-0.00013358482429579158
-7.598045159246072e-06,-1.3492948306600108e-07,7.712733871946636e-06,-1.5375561631462292e-05,2.1164397253649032e-06,-0.0001236654982540165,-0.00013054491133618638
-8.277668827592334e-06,-2.7168745883610787e-07,8.514667945486466e-06,-1.562663272883493e-05,2.3152608165144715e-06,-0.00012247940648285474,-0.00012659430553055013
-8.40550332145174e-06,-2.9780980528933007e-07,8.972996796477258e-06,-1.526740982460282e-05,2.620247221410457e-06,-0.00012147667461331096,-0.00012366561871990006
-8.194061659663764e-06,-8.427378524484129e-07,9.82997999260678e-06,-1.5794802924788975e-05,2.921240059301706e-06,-0.00012018153304491845,-0.00011921119017008802
-7.459069060534722e-06,-1.0541270329793118e-06,1.003985232077844e-05,-1.5421547266932902e-05,3.296386175477219e-06,-0.00011900430426629021,-0.00011609696313618563
-7.152174278657653e-06,-1.197544221209731e-06,1.0045794817643062e-05,-1.4918192172217608e-05,3.563172951717042e-06,-0.00011789583469985381,-0.00011276166133075489
-6.742661971015165e-06,-1.320903575473006e-06,1.0533000000279901e-05,-1.451339538543152e-05,3.9036303884401775e-06,-0.00011705131397633544,-0.00011040146108046522
-6.171170577498716e-06,-1.4310123840770075e-06,1.0614243489060866e-05,-1.4556193991384298e-05,3.879216492065628e-06,-0.0001162590062084271,-0.00010687918241973674
-5.309491611095877e-06,-2.0246492645858076e-06,1.01116190247184e-05,-1.4533977498070156e-05,4.177333790049833e-06,-0.00011504724939226075,-0.00010219002398208804
-4.168530563774938e-06,-2.1333378660070125e-06,1.021131304625449e-05,-1.4449543005611971e-05,3.9896525563861746e-06,-0.00011380887726782564,-9.867378249941975e-05
-3.261439133611813e-06,-1.9767122443184924e-06,1.0674789739447511e-05,-1.4442890279390016e-05,4.114986511883459e-06,-0.0001124786150675253,-9.454655845981733e-05
-2.7211592874588688e-06,-1.9694816088482376e-06,9.342202315889686e-06,-1.4196640876883935e-05,4.079362235341196e-06,-0.00011113084594704903,-9.026654243098928e-05
-2.8200010874728434e-06,-1.9302814967561224e-06,9.890456108077004e-06,-1.3668585604228207e-05,4.3152782759391665e-06,-0.00010923862045098298,-8.607801801124047e-05
-2.610460078958463e-06,-1.882752721474247e-06,1.0090238827361565e-05,-1.4101557251513243e-05,4.536834987543965e-06,-0.00010802442280584496,-8.235098655711231e-05
-4.0603136755354126e-06,-1.8755509896190016e-06,1.1011050766471103e-05,-1.5273082959395834e-05,4.939953201941628e-06,-0.00010598284610213371,-7.620564917505782e-05
-3.7674300838268927e-06,-1.6480035447776795e-06,1.1376826756186111e-05,-1.4885074078838093e-05,5.363062820376757e-06,-0.0001047355293210119,-7.378362481477196e-05
-3.4699034048175605e-06,-1.4581188557976295e-06,1.1506487119339107e-05,-1.4209355360216123e-05,5.668685326859855e-06,-0.00010314709407098723,-7.053380635437568e-05
-3.89843571014726e-06,-1.4610248217699426e-06,1.1835278541080998e-05,-1.396177047657953e-05,5.989707158625458e-06,-0.00010206200633366997,-6.709152062420157e-05
-4.523867768312365e-06,-1.4110985031035196e-06,1.2165332735516248e-05,-1.3273888165963586e-05,6.464346661717613e-06,-0.00010038288577363089,-6.264437811955375e-05
-6.446642935288315e-06,-1.4690074550028993e-06,1.3883694267451774e-05,-1.4297179561353432e-05,6.629452428572301e-06,-9.914712731835787e-05,-5.710296169268597e-05
-6.3688924893577286e-06,-1.5315033466775873e-06,1.3839822858883004e-05,-1.4218786190182304e-05,7.234603907571033e-06,-9.781100246090575e-05,-5.3350681212661715e-05
-6.567995376306574e-06,-1.7501914989028635e-06,1.344928933040919e-05,-1.4576499166481076e-05,7.317375318852939e-06,-9.621266985611402e-05,-4.802908101812369e-05
-6.647154923602571e-06,-2.1223522841040816e-06,1.243257277438296e-05,-1.4514914000422057e-05,7.610245565629615e-06,-9.416974415225605e-05,-4.1698425246292836e-05
-5.850037905628908e-06,-1.6197451196231804e-06,1.2411616948508138e-05,-1.3950567973771277e-05,7.884146553120172e-06,-9.272095568645043e-05,-3.888422908282083e-05
-5.362559456933088e-06,-1.5975608214200517e-06,1.0450052994980181e-05,-1.3769670349067711e-05,8.244997186757665e-06,-9.060944841070409e-05,-3.442558341028046e-05
-4.498730574439853e-06,-1.8210058077249327e-06,1.0700682459323751e-05,-1.345799111495525e-05,8.476615370149058e-06,-8.941785978814243e-05,-3.059481614421034e-05
-3.7457528919371934e-06,-1.8302397422362847e-06,1.0758348378684217e-05,-1.289919096796691e-05,8.626252812856033e-06,-8.856509877358536e-05,-2.7777424415814703e-05
-2.923034401889901e-06,-2.06537717742146e-06,1.2845363995877634e-05,-1.2818738277073419e-05,8.788657638772057e-06,-8.859877469713528e-05,-2.6074536014461767e-05
-2.271923917792943e-06,-3.3168100094360453e-06,1.092176144336281e-05,-1.3854271114977836e-05,9.112493983426426e-06,-8.47597993171671e-05,-1.768789000074728e-05
-2.5064071393089193e-06,-3.595246229958631e-06,9.585293941409836e-06,-1.362094217316076e-05,9.779380521873382e-06,-8.32119663558759e-05,-1.3683218164977268e-05
-2.093184622588095e-06,-3.7268279132445414e-06,1.0434019715923478e-05,-1.3421842564444693e-05,9.962256411886471e-06,-8.196117251370197e-05,-1.0246354113828561e-05
-2.070426447976619e-06,-4.467459903208986e-06,9.377536671720075e-06,-1.3439661283770707e-05,9.892088842147993e-06,-8.039226058996215e-05,-3.909589555614277e-06
-2.0786040179652495e-06,-4.681662200436581e-06,6.47897388712026e-06,-1.3183454819964648e-05,1.0019725166820229e-05,-7.874153346187829e-05,1.9034498463056567e-06
-1.7039323214121937e-06,-4.375143281996021e-06,8.51387969841252e-06,-1.2873991351104292e-05,1.0096715102030975e-05,-7.878785028045956e-05,5.103883501196034e-06
-1.387137925478843e-06,-3.944773583436959e-06,8.661364941279293e-06,-1.2382271139563754e-05,1.0369787123699748e-05,-7.873612419458063e-05,9.569382511414446e-06
-8.597721005368637e-07,-3.3287080682055216e-06,1.5873915094369806e-05,-1.176428290419484e-05,1.0649512942559012e-05,-8.165452338598375e-05,9.554086155326726e-06
-1.1635259639262706e-06,-3.0354987639371097e-06,1.618738472017589e-05,-1.0921048271347222e-05,1.103690096877072e-05,-8.102355827445873e-05,1.2679573318057706e-05
-1.3883439101854847e-06,-2.8135340382592068e-06,1.8320988743330263e-05,-1.0525376621237006e-05,1.0967733002060676e-05,-8.07998665365318e-05,1.5538627094158582e-05
-3.060734417755223e-06,-5.026261459722224e-06,1.4799565577405456e-05,-1.3237620177325102e-05,1.2734877595746067e-05,-7.829548109546825e-05,2.813588171045304e-05
-3.2925703135255863e-06,-5.523812941917448e-06,1.0607009743461118e-05,-1.38126677054373e-05,1.3451089961047845e-05,-7.71950988605104e-05,3.5772944516880577e-05
-2.933446988524219e-06,-5.4928658934572794e-06,1.1266148146465227e-05,-1.3451718442460848e-05,1.4112375516558956e-05,-7.63244888547982e-05,3.8477557582881584e-05
-2.51607463041331e-06,-5.249997468165127e-06,1.2848275566784457e-05,-1.2945870473002882e-05,1.442146835716035e-05,-7.657436687162168e-05,4.2243459919257364e-05
-2.596115007748677e-06,-4.367245020602764e-06,1.4841541933110747e-05,-1.2420553601327191e-05,1.4257350365670144e-05,-7.737988668352049e-05,4.739513574775257e-05
-2.3450269336771086e-06,-4.326473348130483e-06,1.5838925698529454e-05,-1.24413706016003e-05,1.447500290360739e-05,-7.700288012428e-05,5.1408716805552035e-05
-2.4679886329806534e-06,-5.059358194858903e-06,1.4583673716737621e-05,-1.28733519730949e-05,1.4289106833259878e-05,-7.019763395957794e-05,5.2949113277182465e-05
-2.5593813367285128e-06,-4.6670175079722105e-06,1.60942540569604e-05,-1.2224478464161357e-05,1.3855819983645893e-05,-6.642975130228183e-05,5.364078230387374e-05
-2.5442816637687917e-06,-5.237258182088871e-06,1.5481802693059624e-05,-1.193745751193362e-05,1.2422723002076002e-05,-5.1681091324975165e-05,4.8365790720967736e-05
-2.954985506954208e-06,-6.181833291621613e-06,1.5319769187409906e-05,-1.1954971730056183e-05,1.1696653858030607e-05,-4.3613189491356224e-05,4.918545137455007e-05
-3.3036350676962296e-06,-7.1795666760149955e-06,1.7302979779987877e-05,-1.240681642071489e-05,1.0084705731010703e-05,-3.220037397726174e-05,4.668626769735712e-05
-3.151619584914557e-06,-8.489866416640049e-06,2.0393082179699236e-05,-1.253282314358753e-05,9.09424808776784e-06,-2.7197286791262156e-05,4.824782673560482e-05
-3.3612726968315284e-06,-8.469273515576832e-06,2.0893131153046974e-05,-1.3014597436774651e-05,8.065740308036202e-06,-1.1884162351062326e-05,4.0263995605829845e-05
-3.470172593432513e-06,-9.43502727850018e-06,2.051353961274588e-05,-1.2831065197588979e-05,8.155913717997195e-06,-9.021846939848634e-06,4.569221974529505e-05
-3.922869138205673e-06,-1.0622301871576543e-05,1.9979242198861562e-05,-1.2733219102777301e-05,7.716216431626322e-06,-4.5143972867429004e-06,5.050422316881719e-05
-3.6929191362272575e-06,-1.0150311641657983e-05,1.9098408840347305e-05,-1.2507072302237853e-05,7.88331403954886e-06,-1.5423688218783422e-06,5.426117675544194e-05
-3.7576044822420843e-06,-9.16224794307068e-06,2.1919494543858523e-05,-1.1976495614287503e-05,8.347950723419848e-06,4.856850551544486e-08,5.604389533347611e-05
-4.070545912160572e-06,-8.409726450749914e-06,2.1134338386319085e-05,-1.1668617147272621e-05,9.123524205366056e-06,3.0351702657105173e-06,5.957941771945748e-05
-4.458782638077641e-06,-8.042350657154868e-06,1.947298674522674e-05,-1.1677109982516113e-05,9.638704741485074e-06,6.5502765611181024e-06,6.485650296325792e-05
-4.434119782740795e-06,-7.69902648745614e-06,2.0548325363374837e-05,-1.1709885896487454e-05,1.0353172362772483e-05,8.422971836577858e-06,6.8982123670631e-05
-4.194461901559753e-06,-6.897418120715025e-06,1.962409324550985e-05,-1.136743176055789e-05,1.093276314513302e-05,1.0825096817375815e-05,7.298091964148442e-05
-4.83603471139642e-06,-7.159050727802146e-06,1.9386150747609203e-05,-1.1833045567052295e-05,1.0536811524600095e-05,1.613270854391616e-05,7.978935459012944e-05
-4.601856517034867e-06,-7.188497558115293e-06,1.9513743042064893e-05,-1.1786779639603994e-05,1.0979709083033942e-05,1.9051526771079543e-05,8.360904921857997e-05
-4.8103551669352226e-06,-7.456886388894337e-06,1.8373920030797005e-05,-1.1736170951543612e-05,1.07604057577358e-05,2.3486573044048552e-05,8.934274140812669e-05
-4.685276347974321e-06,-7.191539812772597e-06,1.8025582856996043e-05,-1.1453089533088273e-05,1.1031573027423184e-05,2.588967052114565e-05,9.449330702160419e-05
-5.504108956049545e-06,-7.399137673964905e-06,1.6408695225775013e-05,-1.0573109256084958e-05,1.064347540270796e-05,2.9777627664102875e-05,0.00010171345199351326
-5.1475567822335835e-06,-7.069537954550777e-06,1.6216306816128112e-05,-1.0186842468344063e-05,1.0656776376296278e-05,3.397720905702739e-05,0.00010534720602234222
-5.518974651667007e-06,-6.817356539199073e-06,1.5989014518151074e-05,-9.657984028364522e-06,1.0726045772925498e-05,3.7466857087551854e-05,0.00011031262557393664
-5.272915282266846e-06,-6.051606134945605e-06,1.5401086445384207e-05,-9.390155636210503e-06,1.1243543557956482e-05,4.058065996546752e-05,0.00011415628148461681
-6.189955936898435e-06,-6.198974404225257e-06,1.526732969713842e-05,-8.883200429287292e-06,1.119764081637673e-05,4.5541113557042116e-05,0.00012161627443318392
-7.434272989701416e-06,-6.373737096588036e-06,1.6193471107537708e-05,-9.390941526986943e-06,1.1233860661128865e-05,5.032798617274196e-05,0.00012713052807187034
-7.849950975239974e-06,-6.042286684858009e-06,1.672780385007435e-05,-9.245930952622378e-06,1.151689844466863e-05,5.3800768145180506e-05,0.0001320562592394625
-8.487582249864718e-06,-5.652228742848026e-06,1.6041504892958362e-05,-8.800554980640346e-06,1.219665469346239e-05,5.9005183607482417e-05,0.00013828725051278176
-7.880508475892899e-06,-5.49498038285479e-06,1.4934397962752854e-05,-8.338287994790485e-06,1.3009463759809011e-05,6.351223291386225e-05,0.00014522790995044724
-8.394499355149757e-06,-5.4644652376378945e-06,1.358745803489426e-05,-6.834389324478065e-06,1.3400928827186077e-05,6.800606586125917e-05,0.0001539191289272552
-8.51364655475877e-06,-5.71400867686995e-06,1.1675177297274705e-05,-6.012966713135817e-06,1.3369292352626916e-05,7.109583265224989e-05,0.00016107721404260908
-7.871956448355508e-06,-4.88624796703333e-06,1.1599359587239305e-05,-6.124806810007857e-06,1.427239368687241e-05,7.353419252920603e-05,0.00016730062648874088
-8.297624058723761e-06,-5.016314834847025e-06,9.707440536222172e-06,-5.863022761310603e-06,1.4469776595432126e-05,7.838636645004806e-05,0.00017856027247317572
-8.355860076698486e-06,-5.207716665283049e-06,8.544178503263843e-06,-2.524769333748182e-06,1.529923651818113e-05,8.243789402399649e-05,0.00018615393143028185
-8.898880149887078e-06,-4.817410945327877e-06,6.764851424723658e-06,-1.0948735681101487e-06,1.5610359894748722e-05,7.667274491619871e-05,0.00021008343616098064
-7.772188405408209e-06,-3.742221267871635e-06,7.3505447829249526e-06,-3.903210444505495e-06,1.5997007076043513e-05,7.87470969838472e-05,0.00021600319900829578
