feature,importance_mean,importance_std
F0,-0.018521958183579112,0.0007384672698309465
F1,-0.019289855589115158,0.0005668846178961514
F2,-0.10422246950643514,0.004401577439762388
F3,-0.025285915378213075,0.0005547682943746458
F4,-0.036005476457299346,0.000677359660060413
F5,-0.611880776764553,0.013219007165656159
F6,1.5661098676097265,0.030566663235235103
