F0,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12
5.097359518035518e-06,-1.1383892588376918e-05,-6.411658435931021e-06,-8.411615741888324e-06,-1.6146054905665837e-05,-5.549209753228943e-06,-4.116958515265865e-07,-1.2040463716105538e-06,-1.4219010006915593e-06,-8.712441646934342e-07,2.228240812862491e-06,-1.436513169984216e-05,9.17128491158861e-05
5.047167248894799e-06,-1.0832348577954887e-05,-6.330507660757522e-06,-8.159343728250521e-06,-1.591815271787497e-05,-5.811039555520201e-06,-3.815149864112809e-07,-1.1707189006368132e-06,-1.4603471909755684e-06,-9.494898184541791e-07,2.22979714870415e-06,-1.4377817742931242e-05,9.402631541549812e-05
4.655998303040072e-06,-8.403841831274593e-06,-5.818424587205219e-06,-6.145213303396992e-06,-1.5099832590605759e-05,-9.873130236392875e-06,-4.3063829562001007e-07,-4.562836629060086e-06,-1.2561903603984173e-06,-2.2746793414843935e-06,1.7623475242910501e-06,-2.7962571251453267e-05,0.00011935101153289567
4.754141903493563e-06,-8.181225995271315e-06,-5.644472650105249e-06,-5.388882317597608e-06,-1.4538169367249856e-05,-9.906579971217217e-06,-5.194156270663942e-07,-4.359715386011482e-06,-1.02204449511221e-06,-2.3099638184427235e-06,1.6681990234869522e-06,-2.898686747220467e-05,0.0001233803284399688
4.491007784943999e-06,-6.978550574511888e-06,-5.599463626344212e-06,-5.446617787943307e-06,-1.4186351078975386e-05,-1.0110163466671363e-05,-4.860428065124304e-07,-3.511026191721214e-06,-8.3198866360874e-07,-2.1974616571229132e-06,1.7596411951449814e-06,-2.9974239812211648e-05,0.0001297799222855424
4.646767209628145e-06,-5.245533982827158e-06,-5.156385268716518e-06,-4.8125461275121324e-06,-1.4511693092663532e-05,-1.1142135564139905e-05,-4.5643975118316333e-07,-4.7460690307256055e-06,-7.822036754696358e-07,-2.799397087032429e-06,1.368233545821996e-06,-3.616391558051724e-05,0.00014741665067201376
4.581311926565061e-06,-4.2467133850190516e-06,-4.475988635169258e-06,-4.517230443933241e-06,-1.60844364805809e-05,-1.1830664984688171e-05,-3.5373652435918753e-07,-5.993298044604296e-06,-1.0910200564883881e-06,-3.3401290269380475e-06,1.1206736327458455e-06,-3.827486688508081e-05,0.00015568809784089252
4.363341498710977e-06,-4.229204961690269e-06,-4.539300039422427e-06,-4.728821758175632e-06,-1.6198545541796284e-05,-1.1350236306432978e-05,-2.398347478398058e-07,-6.319008269180488e-06,-1.5582081198148504e-06,-3.0831015267221515e-06,1.1821042114799263e-06,-3.813698488977159e-05,0.00016303979938399836
4.628875570686653e-06,-4.0863440461460506e-06,-4.805802091822281e-06,-4.865285175546878e-06,-1.6391661637143358e-05,-1.0939004451601448e-05,-4.296384309836827e-07,-6.0473165941195735e-06,-3.1269362797038328e-06,-4.016033459133937e-06,9.278614693929709e-07,-3.849633390352629e-05,0.000175499617962989
5.037287759564264e-06,-3.7625699594866566e-06,-4.6973357464364504e-06,-4.566629708975082e-06,-1.6672685230508235e-05,-1.1972992252444763e-05,-3.815172684755306e-07,-4.593398655721989e-06,-2.9598870277096487e-06,-4.16551251771579e-06,1.1630109580368951e-06,-3.823765741028558e-05,0.00018288855266016446
5.591063140308228e-06,-3.428223780271494e-06,-4.670932747111441e-06,-4.277558960284437e-06,-1.749070730412572e-05,-1.3238084181490887e-05,-3.9317356724853666e-07,-4.2931026056505235e-06,-3.1561273222494473e-06,-3.945048766736136e-06,1.1761997756559827e-06,-3.7974602136955916e-05,0.0001900156307228375
5.69837563550754e-06,-3.3363102708275744e-06,-4.666846813669131e-06,-4.2496745352389605e-06,-1.784426289408992e-05,-1.3246063590714424e-05,-3.313690977818505e-07,-3.6771851074907027e-06,-3.5059234055054003e-06,-3.715478875923189e-06,1.3966478512024872e-06,-3.7853993768693385e-05,0.00019624741713989745
6.150879161951234e-06,-3.309696507984457e-06,-4.862922164001693e-06,-4.5134889616663584e-06,-1.881886913041333e-05,-1.358106231647312e-05,-2.820613764860747e-07,-2.8203783249884327e-06,-3.747967589130869e-06,-3.3606283476298178e-06,1.9653724965531494e-06,-3.761410934092511e-05,0.00020552026466786585
6.779297382122171e-06,-3.106890413203521e-06,-5.259291814495834e-06,-7.334377980068026e-06,-2.0425469096652993e-05,-1.5134609754930934e-05,-7.467197217042051e-07,-2.065252781326666e-06,-3.961360433542129e-06,-1.8699104941513856e-06,2.1388166164243486e-06,-3.807109991717796e-05,0.0002190655340087153
6.949712925410891e-06,-3.125770938093113e-06,-5.421868183840506e-06,-9.016867412724257e-06,-2.0397978917245765e-05,-1.5131640631303487e-05,-8.295564037464888e-07,-1.3836661123950605e-06,-4.2605697717336144e-06,-1.8207630743592702e-06,2.3871846250595903e-06,-3.812039835236343e-05,0.0002264075145140073
6.963979238792777e-06,-3.9909039475600245e-06,-5.702644613294047e-06,-9.769587182991817e-06,-1.9387275253825428e-05,-1.451454640878338e-05,-1.1504633767017392e-06,-6.103644526339604e-07,-3.720545327201584e-06,-1.679787482415008e-06,1.8542312875287216e-06,-3.9002435099457105e-05,0.00023816900821854568
6.851761518153627e-06,-4.568161772226729e-06,-6.004950284390757e-06,-1.0710705130085004e-05,-1.8137786322850944e-05,-1.583807151244019e-05,-1.519781501622438e-06,-8.424777015136014e-07,-3.5337110122504844e-06,-1.680473524857048e-06,1.7938423252628921e-06,-3.968929930994507e-05,0.0002508751464954361
6.749560003103925e-06,-5.1246331519772555e-06,-6.166990175527964e-06,-1.0763995920682987e-05,-1.6952955109045675e-05,-1.5093304542717092e-05,-1.3217466238176363e-06,-6.199875438276089e-07,-3.42014313145054e-06,-1.6755829696956138e-06,1.607962646943103e-06,-3.880297200193735e-05,0.00025678678745397557
7.190424339663289e-06,-6.349643095458125e-06,-6.518978730016074e-06,-1.0775830431613312e-05,-1.577941622802418e-05,-1.4892975810119385e-05,-1.2874175832740292e-06,-1.6080606338798526e-06,-2.8336220859161274e-06,-1.8909155165816378e-06,1.3969124865847957e-06,-4.014428822299248e-05,0.0002665091437782996
