y_true,y_pred,residual
0.002468,0.0024877766666666634,-1.9776666666663275e-05
0.002454,0.002493136666666662,-3.9136666666661924e-05
0.002436,0.0024873999999999986,-5.1399999999998756e-05
0.002415,0.0024401499999999964,-2.5149999999996356e-05
0.002456,0.0024703399999999997,-1.4339999999999839e-05
0.002443,0.0024732599999999975,-3.0259999999997667e-05
0.002426,0.0024647766666666617,-3.877666666666146e-05
0.002405,0.0024194066666666653,-1.4406666666665242e-05
0.002442,0.002447726666666668,-5.726666666667785e-06
0.00243,0.0024494733333333346,-1.947333333333478e-05
0.002414,0.0024404766666666663,-2.647666666666642e-05
0.002393,0.0023994400000000014,-6.440000000001219e-06
0.00243,0.0024344733333333396,-4.473333333339727e-06
0.002418,0.0024391766666666715,-2.117666666667144e-05
0.002401,0.0024292666666666757,-2.8266666666675738e-05
0.002382,0.002376126666666664,5.873333333336183e-06
0.002417,0.002421630000000001,-4.630000000001126e-06
0.002407,0.002427166666666667,-2.016666666666703e-05
0.002391,0.002419123333333337,-2.8123333333337185e-05
0.002371,0.0023693333333333322,1.6666666666676107e-06
0.002407,0.0024142066666666675,-7.2066666666676694e-06
0.002397,0.0024205266666666642,-2.3526666666664423e-05
0.002381,0.002412623333333338,-3.162333333333808e-05
0.002361,0.0023620633333333325,-1.0633333333326563e-06
0.002397,0.002402003333333334,-5.003333333333977e-06
0.002387,0.0024054666666666665,-1.8466666666666718e-05
0.002371,0.0023963033333333334,-2.530333333333355e-05
0.002352,0.002352340000000001,-3.4000000000101657e-07
0.002387,0.0023933999999999987,-6.3999999999988545e-06
0.002378,0.002396263333333332,-1.826333333333199e-05
0.002363,0.0023870766666666686,-2.407666666666853e-05
0.002343,0.0023458433333333334,-2.843333333333361e-06
0.002378,0.0023808733333333296,-2.8733333333297133e-06
0.00237,0.002378826666666665,-8.826666666664987e-06
0.002356,0.002366926666666669,-1.0926666666668996e-05
0.002335,0.0023367499999999994,-1.7499999999995818e-06
0.00237,0.0023706933333333263,-6.9333333332618e-07
0.002363,0.0023694466666666636,-6.446666666663509e-06
0.002348,0.0023584666666666716,-1.0466666666671728e-05
0.002327,0.0023247033333333262,2.296666666673844e-06
0.002362,0.0023590833333333337,2.9166666666662587e-06
0.002355,0.002361413333333329,-6.413333333329073e-06
0.002341,0.002351143333333338,-1.0143333333337713e-05
0.00232,0.0023121566666666647,7.843333333335326e-06
0.002356,0.0023520233333333375,3.976666666662566e-06
0.002349,0.0023538833333333277,-4.883333333327751e-06
0.002334,0.0023431400000000074,-9.140000000007302e-06
0.002314,0.0023063966666666633,7.603333333336751e-06
0.002348,0.002347846666666667,1.533333333328564e-07
0.002343,0.0023493733333333363,-6.373333333336249e-06
0.002329,0.002338409999999996,-9.409999999996158e-06
0.002308,0.0023016933333333415,6.306666666658703e-06
0.002342,0.002341243333333335,7.566666666647751e-07
0.002337,0.002341893333333332,-4.893333333332028e-06
0.002323,0.0023304900000000067,-7.490000000006693e-06
0.002302,0.0022979066666666634,4.093333333336346e-06
0.002336,0.0023377299999999992,-1.7299999999992668e-06
0.002332,0.0023427533333333322,-1.0753333333332355e-05
0.002318,0.0023332199999999957,-1.521999999999548e-05
0.002297,0.0022907100000000066,6.289999999993436e-06
0.002331,0.002332236666666671,-1.2366666666710317e-06
0.002327,0.002337026666666667,-1.0026666666666968e-05
0.002312,0.0023274933333333283,-1.549333333332849e-05
0.002291,0.0022852566666666722,5.743333333327848e-06
0.002326,0.0023262900000000047,-2.9000000000478296e-07
0.002322,0.0023271600000000013,-5.160000000001448e-06
0.002308,0.002315759999999994,-7.759999999993814e-06
0.002287,0.002282536666666672,4.463333333328077e-06
0.002322,0.0023227200000000086,-7.200000000087345e-07
0.002318,0.0023227200000000042,-4.720000000004061e-06
0.002304,0.0023110266666666666,-7.02666666666657e-06
0.002283,0.0022808066666666705,2.193333333329415e-06
0.002317,0.0023192466666666707,-2.2466666666706714e-06
0.002314,0.0023197000000000057,-5.700000000005614e-06
0.002299,0.0023086599999999954,-9.65999999999554e-06
0.002278,0.0022772066666666715,7.933333333286219e-07
0.002314,0.0023141800000000034,-1.8000000000326782e-07
0.00231,0.002315410000000003,-5.410000000002999e-06
0.002296,0.0023046800000000043,-8.680000000004396e-06
0.002275,0.0022715400000000024,3.4599999999976663e-06
0.00231,0.0023103333333333374,-3.3333333333742526e-07
0.002306,0.0023137133333333334,-7.713333333333496e-06
0.002294,0.0023033300000000006,-9.330000000000536e-06
0.002271,0.002265043333333336,5.956666666663817e-06
0.002307,0.002307043333333338,-4.3333333337846475e-08
0.002304,0.0023116199999999977,-7.619999999997681e-06
0.002291,0.0023025000000000003,-1.1500000000000225e-05
0.002267,0.0022616833333333323,5.316666666667618e-06
0.002304,0.002303720000000005,2.799999999948677e-07
0.002301,0.0023070366666666673,-6.036666666667245e-06
0.002288,0.002297640000000001,-9.640000000000863e-06
0.002264,0.002259009999999995,4.99000000000506e-06
0.002301,0.0022996966666666676,1.303333333332532e-06
0.002298,0.002299793333333333,-1.7933333333326577e-06
0.002286,0.0022887433333333286,-2.7433333333287506e-06
0.002261,0.0022574433333333297,3.556666666670264e-06
0.002299,0.002298386666666667,6.133333333327266e-07
0.002297,0.002299813333333338,-2.813333333337876e-06
0.002285,0.002289670000000001,-4.670000000000889e-06
0.002258,0.002255209999999999,2.7900000000012116e-06
0.002296,0.0022962600000000044,-2.6000000000452744e-07
0.002295,0.00229838333333333,-3.3833333333297202e-06
0.002283,0.0022884633333333294,-5.463333333329511e-06
0.002256,0.0022527266666666637,3.273333333336445e-06
0.002294,0.0022930466666666633,9.53333333336779e-07
0.002293,0.002294649999999998,-1.6499999999980072e-06
0.002282,0.002284869999999993,-2.8699999999929303e-06
0.002254,0.002249939999999999,4.060000000001042e-06
0.002293,0.002291636666666671,1.3633333333287062e-06
0.002292,0.002293599999999999,-1.5999999999987378e-06
0.002281,0.002283333333333333,-2.3333333333329202e-06
0.002252,0.0022492966666666616,2.703333333338529e-06
0.002292,0.002290200000000002,1.7999999999979838e-06
0.002291,0.0022927900000000003,-1.7900000000002116e-06
0.002281,0.002282589999999998,-1.5899999999979299e-06
0.00225,0.0022476266666666624,2.373333333337453e-06
0.00229,0.0022894866666666627,5.133333333372236e-07
0.002291,0.0022919066666666683,-9.06666666668221e-07
0.00228,0.0022816333333333266,-1.633333333326669e-06
0.002249,0.0022466800000000005,2.319999999999666e-06
