F0,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12
1.187669717092686e-06,-1.1253880277956824e-05,-3.7316333256920717e-06,-6.452742891773218e-06,-7.233949649469271e-06,-5.173106149139646e-06,-6.021398719652388e-07,-5.940325335076546e-06,-4.25661352574215e-07,2.1623015309598593e-06,2.5084949172231782e-06,-1.2316406894074698e-05,2.7708848382446214e-05
1.0172963230498478e-06,-1.1260460835480796e-05,-3.6413325063381272e-06,-6.549215199452443e-06,-7.0682788833521416e-06,-5.6331112961142705e-06,-7.07642768278862e-07,-6.121846522855023e-06,-6.584216482157404e-07,2.0265577813216276e-06,2.43244310707625e-06,-1.231007541301846e-05,2.3374889994991015e-05
8.079690586117407e-07,-1.1579426109840177e-05,-3.6985422976261452e-06,-6.343758225735889e-06,-7.123881750281971e-06,-6.013920594354905e-06,-6.522228049799103e-07,-5.898546777918452e-06,-6.153699133443861e-07,2.068240917322133e-06,2.391529225489162e-06,-1.2274179953199595e-05,1.9496244692524267e-05
5.39331723627388e-07,-1.1684204816835672e-05,-3.579385805229344e-06,-6.017655488619076e-06,-6.298661607025964e-06,-6.422360103378018e-06,-6.04488404665011e-07,-5.2670081370028265e-06,-8.721740954520583e-07,2.1023877529048785e-06,2.7861487483327595e-06,-1.1760485616035723e-05,1.3732691316044805e-05
4.009265096935995e-07,-1.1769974629746502e-05,-3.5338357317806722e-06,-6.052474947607935e-06,-5.8948399125599614e-06,-6.421173699931894e-06,-5.961742340207378e-07,-4.765802354005203e-06,-1.167672078174479e-06,2.0369090304320815e-06,2.8675438401075256e-06,-1.15714816207384e-05,1.0275518628331186e-05
3.0492599607648766e-07,-1.1698721938982707e-05,-4.108666989764094e-06,-5.7149167532509846e-06,-4.967860611505e-06,-7.063278545984795e-06,-6.560179682978471e-07,-2.65365953363599e-06,-7.468431813794085e-07,2.2092976085760374e-06,3.685859301911353e-06,-1.0720383590488311e-05,4.777350067253518e-07
1.9164004225188683e-07,-1.1866480389621851e-05,-4.138366319100695e-06,-5.813236627495968e-06,-5.175726584739122e-06,-7.2394358086650055e-06,-6.154342370965406e-07,-2.6933588253545396e-06,-9.256698529856444e-07,2.1878586137796247e-06,3.660556543167899e-06,-1.0723983096302685e-05,-7.642279911709994e-07
1.8786052553264062e-07,-1.1466764997422071e-05,-4.451576309824694e-06,-5.987303903851802e-06,-5.193686375613941e-06,-7.613426580908949e-06,-7.973850916802589e-07,-2.4149283309259773e-06,-8.059237119508516e-07,2.2025368736084897e-06,3.9748477937074534e-06,-1.0400198019174326e-05,-4.12658307149638e-06
1.5975069113923141e-07,-1.139748333610557e-05,-4.6228896923139965e-06,-6.152510832078015e-06,-5.329930144037355e-06,-7.924886882513256e-06,-1.0153442012777518e-06,-2.1800630055593116e-06,-8.642748470085356e-07,2.2101867202081894e-06,4.104996021068922e-06,-1.030973180656368e-05,-6.370349884959447e-06
6.686176099476624e-08,-1.1356259693208479e-05,-4.5374816111226305e-06,-6.120878440084378e-06,-5.2629516282506656e-06,-8.121177836966708e-06,-1.1010705650259647e-06,-1.7029496590435304e-06,-8.049737626017759e-07,2.3049295752946666e-06,4.292724302723236e-06,-1.0177374708147764e-05,-8.338595601228023e-06
-2.593718598601467e-08,-1.1373618765547419e-05,-4.599057095494999e-06,-6.3213130566790315e-06,-5.4026037891834765e-06,-8.369795254690314e-06,-1.1752020479648223e-06,-1.6954775678977594e-06,-7.752962909192354e-07,2.2907528992528847e-06,4.239432464428111e-06,-1.0159698302257976e-05,-9.298050540393962e-06
-6.951085324737015e-08,-1.1403780651692251e-05,-4.838453091501817e-06,-6.416899173310276e-06,-5.556692781843961e-06,-8.610143937036251e-06,-1.3669890714480642e-06,-1.8322749697712709e-06,-7.755030756755997e-07,2.253361916555666e-06,4.302508333652189e-06,-1.0159085700645257e-05,-1.1035734810702987e-05
-1.2306426532072194e-07,-1.1431653258021119e-05,-4.848754445611454e-06,-6.493128648655366e-06,-5.661762314996119e-06,-8.782022378891564e-06,-1.5004262472186729e-06,-1.8823382119975833e-06,-8.008339542207065e-07,2.232799561923367e-06,4.230554872537392e-06,-1.0173477333175957e-05,-1.1411757909685178e-05
-8.660739831636636e-08,-1.1350202774293463e-05,-4.855003234829237e-06,-6.505782743998487e-06,-5.681675310948729e-06,-8.775961226031993e-06,-1.5716632343277117e-06,-1.8945037211136651e-06,-8.140830434645382e-07,2.211778347427319e-06,4.2238006517952335e-06,-1.0220593689986595e-05,-1.2045367155245703e-05
-7.496132211777477e-08,-1.113361413655392e-05,-4.8286869225156735e-06,-6.427087412805629e-06,-5.582830398942943e-06,-8.664319188886675e-06,-1.5858425701969487e-06,-1.7399008850942356e-06,-7.897496155857181e-07,2.2358049680890122e-06,4.225335725629023e-06,-1.0232275780239002e-05,-1.2934403660780427e-05
-8.424623737572372e-08,-1.1134084120872886e-05,-4.830002665039853e-06,-6.429030309395427e-06,-5.587452507700497e-06,-8.671859799079267e-06,-1.582435367970533e-06,-1.7586010534095136e-06,-7.755226034701835e-07,2.2451519046774757e-06,4.22274398348903e-06,-1.0231798799393651e-05,-1.2985393624459992e-05
-1.2914669677035814e-07,-1.1075578713027886e-05,-4.862407818374814e-06,-6.435525605814368e-06,-5.616174036945127e-06,-8.738040491642068e-06,-1.6218967019825018e-06,-1.7999921955852857e-06,-8.033541086538601e-07,2.217824062393999e-06,4.18811569540944e-06,-1.0244618347703345e-05,-1.303173624130484e-05
-7.924853961396988e-08,-1.1057192467808836e-05,-4.844413649370112e-06,-6.397108632904166e-06,-5.609179990140228e-06,-8.68693654714955e-06,-1.6180558887953827e-06,-1.7604354096089673e-06,-8.425618604934159e-07,2.2238404124857855e-06,4.21604884894367e-06,-1.0182925725832396e-05,-1.2961028416380023e-05
-6.776070026822068e-08,-1.131956338835533e-05,-4.8394479667238925e-06,-6.4548905220399104e-06,-5.633976766988446e-06,-8.734385108988735e-06,-1.5415546378431922e-06,-1.8615100993690262e-06,-7.752740341865284e-07,2.2566521795046455e-06,4.2472274985081225e-06,-1.015611922793026e-05,-1.1971928425319832e-05
-8.24224145855277e-08,-1.1352042187280085e-05,-4.851996906466276e-06,-6.471317796906236e-06,-5.625793804423572e-06,-8.744572938475447e-06,-1.5288296195781036e-06,-1.9042577559114435e-06,-7.884685562115988e-07,2.255454880356198e-06,4.246612710790355e-06,-1.0139390526991236e-05,-1.1685506284317502e-05
-6.57522919178742e-08,-1.1321741148952916e-05,-4.830710773451954e-06,-6.443645292225746e-06,-5.600026245046955e-06,-8.684543083949748e-06,-1.5079129251965527e-06,-1.7353932867388113e-06,-7.747142070955014e-07,2.2748679806970644e-06,4.261959651565354e-06,-1.0130537012898886e-05,-1.1517715898121424e-05
-3.8875975498354824e-08,-1.1317109764312746e-05,-4.786349324171502e-06,-6.3892748825353605e-06,-5.509405117992978e-06,-8.623048281590335e-06,-1.460253684793191e-06,-1.598789841145824e-06,-7.455028997919177e-07,2.282790168199342e-06,4.2964061332452094e-06,-1.0051045535001396e-05,-1.1032072194611479e-05
-3.418140034078874e-08,-1.1413435401632902e-05,-4.694951193581524e-06,-6.3678713162701325e-06,-5.420314547190885e-06,-8.542215037594885e-06,-1.3314222894910817e-06,-1.5606515125294642e-06,-7.830946295158609e-07,2.2817316136752503e-06,4.2431207701915e-06,-1.0043239344376441e-05,-1.0239340244676595e-05
1.5771523432363353e-08,-1.1316189973555665e-05,-4.665886157262413e-06,-6.335133712121529e-06,-5.335992947995665e-06,-8.45632405338342e-06,-1.306165990311692e-06,-1.4076326895976709e-06,-7.969000442984594e-07,2.2685377729461855e-06,4.2674544479224755e-06,-1.0022746730570734e-05,-9.774655978537853e-06
3.992591440209242e-08,-1.1349184638478364e-05,-4.670931865463129e-06,-6.269374777435413e-06,-5.332105749686594e-06,-8.433328778963725e-06,-1.2639667562967927e-06,-1.3794166712579485e-06,-8.002513519112321e-07,2.2932155130252676e-06,4.269267060260007e-06,-1.0035306939727144e-05,-9.347738825134223e-06
2.0995015954052814e-07,-1.1253857648993623e-05,-4.471395117205612e-06,-5.985865299718776e-06,-5.1582277992938185e-06,-8.033108296792933e-06,-1.1086817687688626e-06,-1.316590672998949e-06,-7.772169116788338e-07,2.315640513294913e-06,4.368669967247427e-06,-1.0080605072008217e-05,-8.121243252624099e-06
2.061799624282664e-07,-1.1192924683539044e-05,-4.494760045720709e-06,-5.937100009605828e-06,-5.089557127062843e-06,-8.10756177763004e-06,-1.0318319532829221e-06,-1.2230939814338544e-06,-7.83866180543783e-07,2.323995140742815e-06,4.429637610150146e-06,-1.0040954869456373e-05,-7.417359951713249e-06
2.540870935944514e-07,-1.1277348474274648e-05,-4.530104147789049e-06,-5.967196614989677e-06,-5.0947701121045915e-06,-7.5970099082022454e-06,-9.968054560490631e-07,-1.5795971994161898e-06,-7.614910068258432e-07,2.282372987202058e-06,4.134770840974277e-06,-1.0201290784737688e-05,-4.841481750715815e-06
2.384780186224496e-07,-1.1336796257241455e-05,-4.4584467967433894e-06,-5.78563079571712e-06,-5.059250189749627e-06,-7.437693827882013e-06,-9.328120719746178e-07,-1.725135585134223e-06,-7.734373972800123e-07,2.2644327165674193e-06,4.091060758150532e-06,-1.0249934370677059e-05,-3.5640320676081464e-06
3.0203222037296445e-07,-1.141712792248343e-05,-4.1558241502764654e-06,-5.482258087232809e-06,-4.901097416132373e-06,-7.102853376905151e-06,-6.435787783616647e-07,-1.7373430866200252e-06,-9.404478401793948e-07,2.2962207564464724e-06,3.945318681145244e-06,-1.042798890094689e-05,-1.2575832988266203e-06
5.235367191892696e-07,-1.127810045372185e-05,-3.88079205323531e-06,-5.4370799253091525e-06,-4.720759099433173e-06,-6.74313390211893e-06,-5.823769663554762e-07,-1.6851933635952576e-06,-8.747419179960468e-07,2.3021417458561535e-06,3.828571307890959e-06,-1.0582044849204696e-05,1.184108224700544e-06
5.121065210561132e-07,-1.1458915938612712e-05,-3.858653179646862e-06,-5.401004675495617e-06,-4.775808123669672e-06,-6.796205014500382e-06,-6.18130587007882e-07,-1.7373880405393515e-06,-8.39534449990686e-07,2.2996708771519098e-06,3.809883336534362e-06,-1.0601317570237943e-05,2.166098978292391e-06
6.786208392737105e-07,-1.1408817387511561e-05,-3.3377142084721706e-06,-5.590049313698736e-06,-5.431447252523854e-06,-6.510802102492902e-06,-6.475813433371907e-07,-2.630936759663613e-06,-1.088957423559294e-06,2.1080148131642522e-06,3.269568164983627e-06,-1.124679717951854e-05,8.207701286688203e-06
7.584240142033647e-07,-1.142386267570076e-05,-3.2920696558543178e-06,-5.747624998397278e-06,-5.636773115198139e-06,-5.949426071634956e-06,-5.414561979766635e-07,-3.3075767573642307e-06,-1.1081607328315675e-06,2.0743575443475043e-06,2.873400583257088e-06,-1.1533622261321954e-05,1.1778525791137217e-05
7.884779353311444e-07,-1.1448342402677764e-05,-3.325078753002687e-06,-5.569640044072683e-06,-5.823770285512709e-06,-5.868434384177295e-06,-3.9430305559286096e-07,-3.212194417790344e-06,-1.1360410321515435e-06,2.1297172554969815e-06,2.8791098890316323e-06,-1.1582774215319454e-05,1.5020742310436753e-05
1.0057580658688517e-06,-1.1110164195632372e-05,-3.394328248161768e-06,-5.939934939693948e-06,-6.390221276938462e-06,-5.51338774549853e-06,-3.2163647744949534e-07,-3.7938421172644485e-06,-1.0275845546479004e-06,2.129777808872427e-06,2.51511074350677e-06,-1.211170875880806e-05,2.0086297162512442e-05
1.1748740873149824e-06,-1.0950041220640003e-05,-3.582519801897483e-06,-5.9886773998950544e-06,-6.466104117721284e-06,-5.275012565012338e-06,-2.883563440600241e-07,-3.6789940829151566e-06,-8.6950422563029e-07,2.0673937106483027e-06,2.4856598904910637e-06,-1.208730988419008e-05,2.25793940868398e-05
1.385005879815604e-06,-1.086922470328605e-05,-3.7224085349819843e-06,-6.275386779027794e-06,-6.606858368548274e-06,-5.04432599576828e-06,-3.4731164005476446e-07,-3.7908841506452776e-06,-6.424824816731329e-07,2.053695334848256e-06,2.5456539572282684e-06,-1.2270487874709949e-05,2.691248415680306e-05
1.3084515364581387e-06,-1.0990314682937397e-05,-3.619126322265809e-06,-5.926748275273272e-06,-7.018270090070528e-06,-4.505667603862973e-06,-4.710138038151228e-07,-4.981143155775736e-06,-4.881815545298528e-07,2.069947751828962e-06,2.341897221432527e-06,-1.2269779272231388e-05,3.1257417051041524e-05
1.5159289932324637e-06,-1.0716689045887593e-05,-3.5634403493656758e-06,-5.663089408005987e-06,-7.07694512823799e-06,-4.25305400729452e-06,-4.2440801219342597e-07,-4.649428587788836e-06,-4.3517213160400575e-07,2.053130810288307e-06,2.2662494674241903e-06,-1.2236349326858272e-05,3.409073552629016e-05
1.6011805616168773e-06,-1.0488727455401557e-05,-3.462535417890234e-06,-5.5240759681651e-06,-7.298557689163833e-06,-3.864012003295836e-06,-3.58024704188456e-07,-4.229932028649561e-06,-5.042143855538922e-07,2.096142490300933e-06,2.333339364512637e-06,-1.2133294081096484e-05,3.6773513450307236e-05
1.589072503436732e-06,-1.0422061436334967e-05,-3.4295682538694942e-06,-5.886512211612257e-06,-7.314576476152182e-06,-3.628237524651543e-06,-3.5585403603742025e-07,-3.14751531847399e-06,-4.398149794870697e-07,2.129870282111502e-06,2.4033803749451222e-06,-1.2182370465062549e-05,4.175498967452163e-05
1.5625344514660807e-06,-1.0451538975289103e-05,-3.5362597834512727e-06,-6.052895948657034e-06,-7.869675349826617e-06,-3.363220579432085e-06,-3.3317948892449985e-07,-2.673695755261243e-06,-4.931791141698172e-07,2.2086722606542257e-06,2.5414336500872497e-06,-1.2162673176427716e-05,4.695447994256499e-05
1.6439038954196636e-06,-1.0375163458689155e-05,-3.5982506077506995e-06,-5.893878773629323e-06,-8.110126287210953e-06,-3.015276691046262e-06,-2.9589199062961193e-07,-2.740563866987026e-06,-8.21341279257631e-07,2.251085634980848e-06,2.5181251148636216e-06,-1.2186337910698305e-05,5.0254518353967744e-05
1.612106417147984e-06,-1.0115739885831351e-05,-3.6407156346446364e-06,-6.2047372417871705e-06,-8.997338205916088e-06,-2.770716534300669e-06,-5.24536348232848e-07,-2.3994218630556743e-06,-1.1726543681951156e-06,2.1361245231315263e-06,2.5246546408019292e-06,-1.2245396606042406e-05,5.736250657359177e-05
1.2154079807046162e-06,-9.96679144308361e-06,-3.755499121124955e-06,-6.350330388675163e-06,-9.64458500331313e-06,-2.581778962214127e-06,-7.856032256639954e-07,3.5747580264208916e-07,-1.6816011710372943e-06,1.9603874429045476e-06,2.521257160563706e-06,-1.2212783263827916e-05,6.312191299212736e-05
1.1251776413624017e-06,-9.721782932572914e-06,-3.6310052646063973e-06,-6.303251084531826e-06,-1.0377318851606597e-05,-2.2501639777756134e-06,-5.628122657674525e-07,-3.4956281325838587e-07,-1.6087505551375438e-06,2.0178250934774333e-06,2.5662983019782858e-06,-1.2204243574124837e-05,6.88237257492288e-05
1.2306935341841568e-06,-9.331970461278369e-06,-3.7393294275859643e-06,-6.441684359707983e-06,-1.0776664345764908e-05,-2.089608471212815e-06,-3.0650606268438003e-07,-5.044166305195095e-07,-1.6457648448270764e-06,1.9793778096221926e-06,2.6789589831296452e-06,-1.2260167398143662e-05,7.485455047478918e-05
1.167082820349646e-06,-9.155311546461665e-06,-3.591139737704043e-06,-6.212929381215516e-06,-1.0772030204773855e-05,-2.275766727268839e-06,-3.8790719142862425e-07,-1.3534112736234996e-06,-1.5204333898796346e-06,1.9786534504678706e-06,2.65224065278227e-06,-1.2132557827222709e-05,8.060764582264633e-05
1.1169480619453464e-06,-8.372773825466342e-06,-3.627139538515037e-06,-5.966542792366273e-06,-1.1368439131629094e-05,-2.6781516601003006e-06,-5.494272156043311e-07,-1.653074003106678e-06,-2.0181164688149556e-06,1.8584814727603931e-06,2.575502407880082e-06,-1.232376673406175e-05,8.875730156041491e-05
1.1652804505641626e-06,-8.44192990779465e-06,-3.513524635981719e-06,-5.601920570300544e-06,-1.0914483507981044e-05,-2.63743191894717e-06,-4.0724097400262625e-07,-1.1391642637745395e-06,-1.506862338510421e-06,1.890873453890607e-06,2.7038587444495953e-06,-1.2270878723796975e-05,9.268755965885508e-05
1.2069658566609219e-06,-8.225172217017013e-06,-3.520831793513335e-06,-5.519094443946043e-06,-1.0729605643191011e-05,-2.6959777821816002e-06,-3.2705969763300326e-07,-8.513962220841444e-07,-1.4022095190732127e-06,1.8965025736649176e-06,2.8115907186687214e-06,-1.2174827881230877e-05,9.607858485087901e-05
1.2933913458018815e-06,-8.297100147325385e-06,-3.4335643925279248e-06,-5.4591633830701945e-06,-1.0262019947825334e-05,-3.0483102339477162e-06,-2.583246158849176e-07,-5.813253682978984e-07,-1.3350818798824831e-06,1.9533740541878244e-06,2.8296262494800905e-06,-1.2339834902840788e-05,0.0001019058020221342
1.3832874436547046e-06,-7.770358874312215e-06,-3.4359718946571524e-06,-4.957433506692921e-06,-9.373061185069321e-06,-3.248081543788112e-06,-1.9322392038593093e-07,-1.0968027521390699e-07,-7.125118366775771e-07,2.0931465190331328e-06,2.5953511829569735e-06,-1.3460696815853233e-05,0.00010880670350700878
1.3637722054044991e-06,-7.406501976461489e-06,-3.389994012200096e-06,-4.774863779436467e-06,-9.09261585234643e-06,-3.359078911817256e-06,-1.0006394636539786e-07,-1.8361206375486865e-07,-5.877741288756568e-07,2.059551961108896e-06,2.6528158214304074e-06,-1.3417513292367568e-05,0.00011133668010901867
9.192339984015174e-07,-5.753114841613926e-06,-3.2747394671017844e-06,-3.633590468728767e-06,-8.89333413263826e-06,-6.317134308202487e-06,-4.102824487541386e-07,-2.7334034200291435e-06,-8.023159511139162e-07,1.2634713838483724e-06,2.3371373575081274e-06,-2.6039692711080916e-05,0.00013782523380951442
9.568307102369203e-07,-5.595026899604775e-06,-3.1646247819938057e-06,-3.1306833295321988e-06,-8.56109687735862e-06,-6.553886158465147e-06,-3.928217733163209e-07,-2.753933033527926e-06,-5.194797511156571e-07,1.2408365140812747e-06,2.2969391620157594e-06,-2.704324645146513e-05,0.00014203432813672084
7.775810026697783e-07,-4.7249842775112345e-06,-3.149568897926179e-06,-3.0893688854255037e-06,-8.087768572060516e-06,-6.495388370742623e-06,-3.452354334435955e-07,-2.1379398753610192e-06,-2.0673445194688519e-07,1.351358033438058e-06,2.401964138746871e-06,-2.7958988465186935e-05,0.00014807920952142437
8.731623698576979e-07,-3.5714087526934004e-06,-2.819971887090979e-06,-2.7684971355069722e-06,-8.506368118849788e-06,-7.153684880924822e-06,-4.004949858255157e-07,-3.0210406907067016e-06,-9.664439185913872e-08,1.124274926363269e-06,2.056801585412211e-06,-3.381859700412322e-05,0.00016583993776595122
7.186065787714703e-07,-2.7449471679860246e-06,-2.530652857372376e-06,-2.5692497613310974e-06,-9.831070069886985e-06,-7.694754362424196e-06,-3.531395956087802e-07,-3.969651968642787e-06,-3.008805908705172e-07,8.241485496682183e-07,1.951000781808354e-06,-3.584940243176004e-05,0.00017452746169563876
6.441664190617853e-07,-2.7285540773389696e-06,-2.5383314679599774e-06,-2.674653164472286e-06,-1.0048559881471725e-05,-7.241245827402769e-06,-3.0087551545811037e-07,-3.963838437397209e-06,-5.616367799849791e-07,1.0637045392550134e-06,1.9790074117886884e-06,-3.565817241033434e-05,0.00018157312465838624
7.172113062591567e-07,-2.729647298269916e-06,-2.7368505376935955e-06,-2.7824963374112122e-06,-1.0495441487435594e-05,-7.132173740627943e-06,-4.258779254561187e-07,-3.9245832637715255e-06,-1.4205257650951681e-06,5.193093335774896e-07,1.9494355609435364e-06,-3.600109026403382e-05,0.00019257019921901946
1.0531448675071355e-06,-2.4723345427193743e-06,-2.6178044298440074e-06,-2.5392141302023163e-06,-1.0653696724178672e-05,-7.856632057231298e-06,-3.400511407364843e-07,-2.7879369279066597e-06,-1.29415476050134e-06,6.076021156534947e-07,2.256076402654072e-06,-3.5727912561798234e-05,0.000198333716022638
1.4486956751946696e-06,-2.185187882703464e-06,-2.5303096622312453e-06,-2.295939450243707e-06,-1.0940279548426894e-05,-8.192415533442011e-06,-2.9611636807408885e-07,-2.4078091936952576e-06,-1.2868866362551593e-06,7.786895821346532e-07,2.327993051118979e-06,-3.5460934848835485e-05,0.00020464130294879345
1.3963151881030036e-06,-2.164603552688069e-06,-2.5646585427976708e-06,-2.23846400786124e-06,-1.1020742345967105e-05,-7.910987843237107e-06,-1.6101087112307907e-07,-1.8652691342289744e-06,-1.466318737674733e-06,1.0144995713631292e-06,2.55087047897465e-06,-3.5321437891710545e-05,0.00020998260982218298
1.463528812901592e-06,-2.0441211017840745e-06,-2.6227391510288602e-06,-2.2172297089669206e-06,-1.1394304545873682e-05,-8.049629018170164e-06,-8.095634850738148e-08,-1.2236248188598376e-06,-1.3928013771079048e-06,1.2464806799127427e-06,3.0015851513818317e-06,-3.506411654517925e-05,0.00021830206343795083
1.7218372769562844e-06,-2.0026334194367275e-06,-2.9025665099639344e-06,-3.689575187307352e-06,-1.2423955389630387e-05,-8.622507740247714e-06,-3.8976263363034306e-07,-7.207193535542736e-07,-1.1204489891969646e-06,1.8756792257541463e-06,3.008471450815087e-06,-3.542412759499047e-05,0.00023040444433110023
1.6527498467665801e-06,-2.165967161176297e-06,-2.979500102148457e-06,-4.62965543102392e-06,-1.2395306780659702e-05,-8.774450847093658e-06,-4.687747304057538e-07,-2.672492439877501e-07,-1.2802327832637701e-06,1.8472074307214736e-06,3.1899020497770836e-06,-3.53640834014874e-05,0.00023728949662065019
1.3669923927921623e-06,-2.807256839568769e-06,-3.137602416216258e-06,-4.89520115867923e-06,-1.1635081905997988e-05,-7.94813145633431e-06,-6.810447345222262e-07,1.086424160065394e-07,-8.308202417958665e-07,1.8639687337863854e-06,2.8396357730585134e-06,-3.5956963669696754e-05,0.0002484503319071671
1.0423955920759954e-06,-3.28907222326648e-06,-3.320108296857474e-06,-5.4188497420452315e-06,-1.0938185147402405e-05,-8.424557610682889e-06,-1.0220987969517656e-06,-1.3182758040209874e-07,-6.728661829923205e-07,1.6907925598062377e-06,2.773831831348203e-06,-3.63275340585664e-05,0.00026022554845593344
8.183468126820604e-07,-3.4777485373113583e-06,-3.299384142837613e-06,-5.3873808799319235e-06,-1.0074617571862044e-05,-7.762845106285468e-06,-9.59510118774283e-07,-1.0638315901867879e-08,-6.414093365635206e-07,1.7655412648589501e-06,2.5597762640024546e-06,-3.552403650721886e-05,0.00026590804164180256
9.61343039331136e-07,-4.093214666760903e-06,-3.4757158269661906e-06,-5.353692045091232e-06,-9.203004280382878e-06,-7.913603078154302e-06,-1.0245041252419905e-06,-6.225969541972702e-07,-5.638625239276379e-07,1.7195086409897872e-06,2.317477435550873e-06,-3.608361918645896e-05,0.0002760529523713048
6.345499803867665e-07,-4.23334174079592e-06,-3.501016625783054e-06,-5.031890309778596e-06,-8.809840032715068e-06,-7.545083808074042e-06,-9.387973305219036e-07,-9.625011589161462e-07,-7.289604774925364e-07,1.9379910111774056e-06,2.5957290959187493e-06,-3.5922708102440527e-05,0.0002820066716323611
