,rmse,mae,r2,rmse_mean,mae_mean,r2_mean
100,6.889762258758759e-06,4.5745759999996e-06,0.9998562278056377,,,
120,9.202566151291166e-06,6.321146666666745e-06,0.9997444833066718,,,
200,2.0256176062568523e-05,1.4126282666667276e-05,0.9987439223352819,,,
250,2.558885582058433e-05,1.5789381333333336e-05,0.9981777896293311,,,
aggregate,,,,1.5484340073300693e-05,1.020284666666674e-05,0.9991306057692306
