,rmse,mae,r2,rmse_mean,mae_mean,r2_mean
100,4.351527972767684e-06,2.3574826666668024e-06,0.9999487423065087,,,
120,5.468816528484202e-06,3.6758346666663902e-06,0.9999178906934973,,,
200,7.1840942916348886e-06,4.786650666666238e-06,0.9998526770167715,,,
250,8.330005433638346e-06,5.795151999999643e-06,0.999798096917599,,,
aggregate,,,,6.333611056631279e-06,4.153779999999769e-06,0.9998793517335941
