,rmse,mae,r2,rmse_mean,mae_mean,r2_mean
100,2.1624435191087707e-06,1.57801066666733e-06,0.9999806297160426,,,
120,3.6370665322482654e-06,2.7235146666668533e-06,0.9999453601483405,,,
200,6.8094302323244195e-06,4.632522666666836e-06,0.9998052081184703,,,
250,8.053288681995827e-06,5.376853333333382e-06,0.9997290840433679,,,
aggregate,,,,5.165557241419321e-06,3.5777253333336005e-06,0.9998650705065553
