,rmse,mae,r2,rmse_mean,mae_mean,r2_mean
80,5.911971819208107e-06,3.508751999999786e-06,0.9998960214024031,,,
100,9.186884765674409e-06,5.1454933333330105e-06,0.9997361417859015,,,
aggregate,,,,7.549428292441258e-06,4.327122666666398e-06,0.9998160815941524
