,rmse,mae,r2,rmse_mean,mae_mean,r2_mean
80,1.6366499658352046e-05,6.253999466666393e-06,0.9993800723166942,,,
100,1.5238060968509428e-05,5.976392533333556e-06,0.9994961366465921,,,
aggregate,,,,1.5802280313430737e-05,6.115195999999974e-06,0.9994381044816432
