,rmse,mae,r2,rmse_mean,mae_mean,r2_mean
80,7.158630608973302e-06,3.4420719999996465e-06,0.9998933359276916,,,
100,9.888024755812439e-06,5.0546912000003154e-06,0.9997919827663319,,,
aggregate,,,,8.52332768239287e-06,4.2483815999999805e-06,0.9998426593470118
